Depth,Source_abbrev,Latitude,Longitude,Sample,Material,Organics,Device,PO4_cb,Deployment_d,Biogenic,Comments,Mesh,Rate_mass,Size,Temp_woa,Sal_woa,TA_cb,DIC_cb,Doxy_woa,Pressure,pH_insitu_cb,Omega_calc23,Omega_use,Size_num,Deployment_d,Material_num,Device_num,inorg_treated,Mesh,Method_num
2006.338113652523,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.20301597778255,121.0,False,"Size: 250-500 um, ",40.0,0.0123324966131718,L,3.599916407663066,34.9834774203905,2317.59186609915,2158.06214041201,263.64983767112795,2028.876335889921,7.99083582292332,1.05858145615775,1.05858145615775,6.0,121.0,1,0,0.0,40.0,0
2510.049074860839,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.22848582444107,121.0,False,"Size: 250-500 um, ",40.0,0.0176792073337449,L,3.1179294595706923,34.95717428842671,2321.46183780948,2162.0991403243,264.23313871325524,2541.277741345408,7.97778050086883,0.947692684397564,0.947692684397564,6.0,121.0,1,0,0.0,40.0,0
2511.271611146756,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.22846839598719,121.0,False,"Size: 250-500 um, ",40.0,0.037748138758878,L,3.116881283785721,34.95712598888479,2321.4669340985,2162.1015346711,264.2456743582556,2542.5228288894355,7.97775542563615,0.9474549838224056,0.9474549838224056,6.0,121.0,1,0,0.0,40.0,0
3514.089513933446,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.26072287823439,121.0,False,"Size: 250-500 um, ",40.0,0.0334865433116112,L,2.465143392195563,34.91423213069413,2326.39642940583,2168.06740883982,268.05015957273224,3566.1978133834823,7.94421650704067,0.7594867539787723,0.7594867539787723,6.0,121.0,1,0,0.0,40.0,0
3536.823486569441,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.2633000108691,121.0,False,"Size: 250-500 um, ",40.0,0.0429409189415565,L,2.456455177573289,34.913666748751325,2326.66764611309,2168.40788418673,267.85893202092825,3589.458906369187,7.94312915819751,0.7554839644198271,0.7554839644198271,6.0,121.0,1,0,0.0,40.0,0
3998.7341113635184,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.27395942693733,121.0,False,"Size: 250-500 um, ",40.0,0.0895856726776383,L,2.340774409103442,34.903828900822674,2328.25536997459,2170.58756063462,268.8334259729828,4062.596245989201,7.9238607789595,0.6839291621241838,0.6839291621241838,6.0,121.0,1,0,0.0,40.0,0
4016.343836162797,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.27516145814525,121.0,False,"Size: 250-500 um, ",40.0,0.084871787501743,L,2.3384161636103777,34.90356359699523,2328.39040951251,2170.76110835015,268.7524342924075,4080.653403479768,7.92302829553996,0.6813100255888929,0.6813100255888929,6.0,121.0,1,0,0.0,40.0,0
4418.818388333016,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.29395706180517,121.0,False,"Size: 250-500 um, ",40.0,0.1118143825758232,L,2.315740292949477,34.89782526525569,2330.54640631429,2173.65198231537,267.75832077812,4493.74108860768,7.90449458704807,0.6258179421444537,0.6258179421444537,6.0,121.0,1,0,0.0,40.0,0
5226.446667938336,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.41499024545054,121.0,False,"Size: 250-500 um, ",40.0,0.1397299706795582,L,2.2395920766869426,34.87326819151616,2340.0985913866,2188.26514294441,258.37111506373867,5324.886386997936,7.85906306579163,0.5203365094938507,0.5203365094938507,6.0,121.0,1,0,0.0,40.0,0
5231.857041288779,M77,23.3,-70.5,Aragonite ooids,Aragonite,True,False,1.41595849565471,121.0,False,"Size: 250-500 um, ",40.0,0.2192189402975183,L,2.237979507253978,34.873080788363204,2340.17405577168,2188.38446586937,258.3090430867424,5330.464221541773,7.85875784905046,0.5196689297946845,0.5196689297946845,6.0,121.0,1,0,0.0,40.0,0
1442.8614127727408,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.25801161056284,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0010354382847391,L,4.539282888086939,35.029085668589055,2317.42864257837,2161.86075603973,245.5104122837895,1457.088705873478,7.9903131152636,1.84668561108616,1.84668561108616,6.0,182.0,0,0,0.0,40.0,0
1952.7747334861017,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.22562778264317,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.02750462557942,L,3.675591556326141,34.99250080221694,2318.75029921928,2160.3147787715,258.9888638217961,1974.4331372384447,7.98922142140149,1.651892864156743,1.651892864156743,6.0,182.0,0,0,0.0,40.0,0
1953.771047125636,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.22566931682436,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0255756895832451,L,3.674187396909094,34.99246302941729,2318.76255266919,2160.32423623506,258.992876924617,1975.4451853056453,7.98920235873536,1.6515024020194755,1.6515024020194755,6.0,182.0,0,0,0.0,40.0,0
2475.8393942413068,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.25851393940908,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0011145974506199,L,3.116610336202528,34.96198442849606,2323.84334091905,2165.34741218885,259.7183078320198,2506.4062235555857,7.97611837661963,1.4614737947860166,1.4614737947860166,6.0,182.0,0,0,0.0,40.0,0
3959.549666234932,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.28753410565176,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0052554407141066,L,2.3439548010068023,34.90322336566222,2328.86404436939,2171.76975761378,267.4844813612727,4022.3671235495126,7.92499879231098,1.04213501198309,1.04213501198309,6.0,182.0,0,0,0.0,40.0,0
3974.892896283751,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.28809032624439,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.002947086646986,L,2.341588396780125,34.90304504450719,2328.94992587043,2171.87241389247,267.47431561394944,4038.097145370341,7.92432825744711,1.0385427248527248,1.0385427248527248,6.0,182.0,0,0,0.0,40.0,0
4454.9168078111,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.32219251100281,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0050925730049956,L,2.2839681724491303,34.893920656877604,2332.43952209118,2176.69820795404,265.48030697411235,4530.766461173495,7.90124673919523,0.9297873013276424,0.9297873013276424,6.0,182.0,0,0,0.0,40.0,0
5317.724419647305,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.50132592902281,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0332641373038478,L,2.085519640958116,34.855146156763865,2345.47409029612,2197.73803726992,252.8599159085744,5418.933746993801,7.84729212239412,0.7429113766939679,0.7429113766939679,6.0,182.0,0,0,0.0,40.0,0
5336.45511607054,M77,23.1,-65.2,Foraminifera,Calcite,True,False,1.50421343750836,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0243974008497326,L,2.0839338808940844,34.85451035309276,2345.679656015,2198.07233897641,252.6595096785522,5438.252154146763,7.84621976911477,0.739564967798457,0.739564967798457,6.0,182.0,0,0,0.0,40.0,0
1457.4075919099334,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.24945574982197,182.0,False,"Size: 250-500 um, ",40.0,0.0002702330145584,L,4.504803145232297,35.027327911853405,2317.04874850147,2161.02000206693,247.2985419624728,1471.8296239447673,7.99157259496157,1.1850237717112224,1.1850237717112224,6.0,182.0,1,0,0.0,40.0,0
1975.291421739564,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.2261750573589,182.0,False,"Size: 250-500 um, ",40.0,0.0113079323398402,L,3.643768757393554,34.991791362606065,2319.02210231862,2160.49784262822,259.13189152822895,1997.3065765013123,7.98884474575076,1.0614498063979565,1.0614498063979565,6.0,182.0,1,0,0.0,40.0,0
1979.2766762976987,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.22622477079578,182.0,False,"Size: 250-500 um, ",40.0,0.0035921883551407,L,3.638220199738603,34.99167873245938,2319.06854399274,2160.52597541021,259.1632965282473,2001.3552240911508,7.98878387774506,1.0605280916294344,1.0605280916294344,6.0,182.0,1,0,0.0,40.0,0
2475.04234332968,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.2584674294669,182.0,False,"Size: 250-500 um, ",40.0,0.0026577462475598,L,3.117245010801433,34.962030679714374,2323.83743892774,2165.34081306134,259.71701194060927,2505.594613316396,7.97614077710727,0.9495428665838074,0.9495428665838074,6.0,182.0,1,0,0.0,40.0,0
2968.2175948988743,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.27239237039859,182.0,False,"Size: 250-500 um, ",40.0,0.0067385377300335,L,2.7571099151153216,34.93560655190087,2326.14980415884,2167.90093474584,262.533311126727,3008.3493864495144,7.96220116701234,0.8542777158613797,0.8542777158613797,6.0,182.0,1,0,0.0,40.0,0
2969.4131712663147,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.27238457938647,182.0,False,"Size: 250-500 um, ",40.0,0.0044238145346237,L,2.756378813105652,34.93554547694197,2326.15036507689,2167.90220586691,262.54516813426574,3009.569571553885,7.9621665324561,0.85406204487138,0.85406204487138,6.0,182.0,1,0,0.0,40.0,0
3458.204642821561,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.27563099055346,182.0,False,"Size: 250-500 um, ",40.0,0.0169919244002669,L,2.490111283401167,34.914981298886744,2327.05200394569,2169.29844107687,266.169694476701,3508.9801306329864,7.9456262851397,0.7681457197787325,0.7681457197787325,6.0,182.0,1,0,0.0,40.0,0
3460.197270100628,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.27561940420544,182.0,False,"Size: 250-500 um, ",40.0,0.0131340524079171,L,2.4892222581588617,34.91491787201423,2327.05400845682,2169.30191847148,266.18530166364485,3511.018320792298,7.94555466906699,0.7678152236729971,0.7678152236729971,6.0,182.0,1,0,0.0,40.0,0
3971.306167181429,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.28795843665846,182.0,False,"Size: 250-500 um, ",40.0,0.0372885165071882,L,2.34213708551056,34.90308781500747,2328.92989399423,2171.84830071831,267.4768454334033,4034.419900599275,7.92448535951225,0.6873890884469726,0.6873890884469726,6.0,182.0,1,0,0.0,40.0,0
3976.287735379097,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.28814196773259,182.0,False,"Size: 250-500 um, ",40.0,0.0276438365263138,L,2.341375621562745,34.90302816428228,2328.95770220856,2171.88181038278,267.47330795172,4039.527200955089,7.92426709542084,0.6866608254779898,0.6866608254779898,6.0,182.0,1,0,0.0,40.0,0
4467.0718342134105,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.32406108588879,182.0,False,"Size: 250-500 um, ",40.0,0.0363540743996073,L,2.2825703815919227,34.89362226867609,2332.60880045379,2176.93386337509,265.3240808597952,4543.255343832224,7.90056337113813,0.6168845529830895,0.6168845529830895,6.0,182.0,1,0,0.0,40.0,0
4472.850453322706,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.32494633448703,182.0,False,"Size: 250-500 um, ",40.0,0.0525635058957655,L,2.2818996952828896,34.89347963207137,2332.68884608831,2177.04551547506,265.2504598712788,4549.192917280056,7.90023871332244,0.6160632195123817,0.6160632195123817,6.0,182.0,1,0,0.0,40.0,0
5314.137690544983,M77,23.1,-65.2,Aragonite ooids,Aragonite,True,False,1.50074957617769,182.0,False,"Size: 250-500 um, ",40.0,0.0950028274380227,L,2.085865084372779,34.85527324681509,2345.43334102881,2197.67143468731,252.8998513282246,5415.234656819361,7.84750025421388,0.4999928278052066,0.4999928278052066,6.0,182.0,1,0,0.0,40.0,0
1970.6471332209103,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.26320349541569,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0003898218947076,L,3.696860829085264,35.00461239114762,2321.89354386311,2164.56687223987,252.51372448223563,1992.5487563688507,7.98577184759286,1.640838901496756,1.640838901496756,6.0,182.0,0,0,0.0,40.0,0
3021.50084317032,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.33551163876195,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0009933239391069,L,2.725003575612142,34.93319960293811,2331.39494282791,2174.76268879471,255.7780297660937,3062.6746198771834,7.95645190951884,1.2841325809303052,1.2841325809303052,6.0,182.0,0,0,0.0,40.0,0
3503.5307757166947,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.35323033636613,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.000297419667814,L,2.4705510095660626,34.9114473028986,2333.5397712372,2177.81003398236,258.1260872160885,3555.2760692349325,7.93873456387614,1.1478108024227769,1.1478108024227769,6.0,182.0,0,0,0.0,40.0,0
4013.490725126476,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.36984751289526,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.00277206680681,L,2.2891364763978985,34.89387976847017,2335.12716894767,2180.7654139875,260.093971689082,4077.5910768752656,7.91720895913528,1.0184910420866362,1.0184910420866362,6.0,182.0,0,0,0.0,40.0,0
4014.281197301855,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.36988965894411,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0007940816373674,L,2.288944045272127,34.89386177603886,2335.1318552571,2180.77224681177,260.0938814552724,4078.401629224729,7.91717297855504,1.01830327471628,1.01830327471628,6.0,182.0,0,0,0.0,40.0,0
4508.537099494098,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.42959276008998,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0060350204439927,L,2.1786349539411747,34.87725830029117,2340.0360685624,2188.45776235891,256.9038859933143,4585.772599057454,7.89072258595177,0.9017125551148591,0.9017125551148591,6.0,182.0,0,0,0.0,40.0,0
4522.344013490725,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.43179530391432,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0080158931830257,L,2.1749168023150296,34.876680741789706,2340.20030115707,2188.72896085695,256.7777277795849,4599.961873104908,7.88992020856703,0.8985287091832475,0.8985287091832475,6.0,182.0,0,0,0.0,40.0,0
4993.465430016864,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.51669356183559,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0346161842500404,L,2.048021084733199,34.856155733081515,2346.39702710392,2199.09145866109,251.5981550043021,5084.648030393691,7.8610899552651,0.7945027743929934,0.7945027743929934,6.0,182.0,0,0,0.0,40.0,0
4994.41399662732,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.51684240106508,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0322426020467093,L,2.0478336202485363,34.856120262636246,2346.40784359956,2199.10970676615,251.588942339431,5085.624920455964,7.86103342301642,0.7943115132125775,0.7943115132125775,6.0,182.0,0,0,0.0,40.0,0
5986.193086003373,M77,22.8,-55.1,Foraminifera,Calcite,True,False,1.6677348537713,182.0,False,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.1076081683568574,L,1.9635614163147128,34.86511030818511,2368.16843839962,2222.56918186135,236.875400112835,6109.2227381826,7.80520719380959,0.6291798434410487,0.6291798434410487,6.0,182.0,0,0,0.0,40.0,0
1007.0615514333896,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.74548332504455,182.0,False,"Size: 250-500 um, ",40.0,0.000594839335628,L,6.231889212525248,34.98069453124804,2318.3259179168,2196.51500029984,164.28357595221334,1015.9065805032108,7.89967738247417,1.1227087613744926,1.1227087613744926,6.0,182.0,1,0,0.0,40.0,0
1998.1028667790893,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.26930810413358,182.0,False,"Size: 250-500 um, ",40.0,0.0047471644066622,L,3.6464544172344495,35.002650467388904,2322.63872898603,2165.36880076403,252.0851262926232,2020.441592615029,7.98476072762582,1.0518209855171634,1.0518209855171634,6.0,182.0,1,0,0.0,40.0,0
1999.2095278246204,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.26945946200593,182.0,False,"Size: 250-500 um, ",40.0,0.0019779851694425,L,3.644612179717962,35.002562351293605,2322.65994708547,2165.38973310566,252.0815194161445,2021.56594717056,7.98473092118211,1.05152641066442,1.05152641066442,6.0,182.0,1,0,0.0,40.0,0
2493.939713322091,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.31177158503789,182.0,False,"Size: 250-500 um, ",40.0,0.0060321328744022,L,3.0568397526563817,34.9606367312154,2328.10171346716,2171.06446424028,253.6230923672136,2524.787552483899,7.97224154807076,0.9388142416751232,0.9388142416751232,6.0,182.0,1,0,0.0,40.0,0
2509.1694772344017,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.31254068749363,182.0,False,"Size: 250-500 um, ",40.0,0.0044526323084386,L,3.0451661228236926,34.95982969838478,2328.2305216804,2171.18826751842,253.6805808612979,2540.297074543848,7.9718449839246,0.9358119923807195,0.9358119923807195,6.0,182.0,1,0,0.0,40.0,0
3018.180860033727,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.33539014690971,182.0,False,"Size: 250-500 um, ",40.0,0.0093008616507658,L,2.726863177587856,34.93336872516275,2331.38031586072,2174.74305170905,255.7609969226445,3059.285577586895,7.95656263633644,0.8401325024401396,0.8401325024401396,6.0,182.0,1,0,0.0,40.0,0
3018.9713322091065,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.33541913823506,182.0,False,"Size: 250-500 um, ",40.0,0.0073228764813232,L,2.726420562900407,34.93332848125163,2331.38380952235,2174.74773513254,255.7650395467037,3060.0924877484126,7.95653628141288,0.8399891952457644,0.8399891952457644,6.0,182.0,1,0,0.0,40.0,0
3508.642495784149,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.35337043952663,182.0,False,"Size: 250-500 um, ",40.0,0.0240361292707154,L,2.468166691280025,34.911245380170776,2333.55642537797,2177.8376839802,258.154001867237,3560.50567729561,7.9385345979746,0.7538936283542681,0.7538936283542681,6.0,182.0,1,0,0.0,40.0,0
3509.5910623946047,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.35339616600131,182.0,False,"Size: 250-500 um, ",40.0,0.0216625470673843,L,2.4677246971773688,34.91120791084483,2333.55947642436,2177.84278043506,258.1592138613097,3561.476133336705,7.9384974812795,0.7537345357924798,0.7537345357924798,6.0,182.0,1,0,0.0,40.0,0
3989.934654300169,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.36860564450314,182.0,False,"Size: 250-500 um, ",40.0,0.061716024856199,L,2.2951700020397623,34.89445176692701,2334.99321410127,2180.56511854485,260.08975703021906,4053.437932652132,7.9182795819588,0.6774190118658843,0.6774190118658843,6.0,182.0,1,0,0.0,40.0,0
3999.10413153457,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.36907098040078,182.0,False,"Size: 250-500 um, ",40.0,0.038771396890665,L,2.292740670661744,34.894221508351755,2335.04279988151,2180.64067874084,260.0946852759892,4062.839525035093,7.91786471003476,0.6760425169872787,0.6760425169872787,6.0,182.0,1,0,0.0,40.0,0
4511.330101180439,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.43004043742277,182.0,False,"Size: 250-500 um, ",40.0,0.0721055002425558,L,2.177889581088551,34.87714355252311,2340.06992410323,2188.5130675772,256.8778701543741,4588.6428784614,7.89056021077656,0.5998700821871775,0.5998700821871775,6.0,182.0,1,0,0.0,40.0,0
4516.072934232715,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.43079783190579,182.0,False,"Size: 250-500 um, ",40.0,0.0602375892259003,L,2.176615789522776,34.87694618489625,2340.12662856988,2188.60641552457,256.8343143482609,4593.517019074709,7.89028457959033,0.5991767875757756,0.5991767875757756,6.0,182.0,1,0,0.0,40.0,0
4976.391231028669,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.51395354558038,182.0,False,"Size: 250-500 um, ",40.0,0.0773406639100002,L,2.051264854026085,34.85679369312565,2346.19590489225,2198.75587229646,251.77208217212555,5067.064702721145,7.86211603212281,0.5342812632478068,0.5342812632478068,6.0,182.0,1,0,0.0,40.0,0
4982.0826306914005,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.51487866155126,182.0,False,"Size: 250-500 um, ",40.0,0.0630991706900136,L,2.0502072362852584,34.8565810855476,2346.26418002779,2198.86911489572,251.71256537491885,5072.925665945161,7.86177239411319,0.5335452160564826,0.5335452160564826,6.0,182.0,1,0,0.0,40.0,0
5491.620994940978,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.55715950633588,182.0,False,"Size: 250-500 um, ",40.0,0.1031584236180092,L,2.0074838526651475,34.841743436441774,2348.70744659011,2203.90066491312,249.8064327772687,5598.234521377576,7.83597402455859,0.4775058612901462,0.4775058612901462,6.0,182.0,1,0,0.0,40.0,0
5985.508010118044,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.66719271886822,182.0,False,"Size: 250-500 um, ",40.0,0.1823817829009679,L,1.963717587238141,34.86496115880089,2368.05528192194,2222.47497682643,236.9469566231488,6108.51417203513,7.80529836516811,0.4267626051332311,0.4267626051332311,6.0,182.0,1,0,0.0,40.0,0
5990.883220910624,M77,22.8,-55.1,Aragonite ooids,Aragonite,True,False,1.67148838730499,182.0,False,"Size: 250-500 um, ",40.0,0.1689314837487584,L,1.962482612896442,34.8661450572694,2368.95674302435,2223.22213901471,236.37924452927103,6114.073746809733,7.80457689565463,0.425966554357668,0.425966554357668,6.0,182.0,1,0,0.0,40.0,0
