Calcite,,Aragonite,,Mg-calcite,
X,Y,X,Y,X,Y
48.82944520177989,5502.456338897606,84.24050687174737,5493.042516525631,35.63946260620558,5502.302013940687
43.95380539622933,5493.351166439465,80.51510241175613,5511.4071863988265,20.669255896499397,5001.6718536999415
14.5051741728611,5008.307826847398,35.57944734518206,4999.974279173846,13.156716993749843,4521.721237686155
10.204652040090199,5012.937575554926,33.8592384920737,5001.826178656858,9.141181614753467,4511.690115486508
7.275907302142549,4499.344118933099,26.486620883596114,4493.016795699477,9.224517091488984,4009.208055762751
5.268996973516124,4501.504668329946,20.322539159957824,4499.652768846934,5.7823846635287275,3998.559633735436
1.3367970712552655,3988.9914864065436,10.658024469079287,4007.6648061935753,4.718914238191999,3497.3121736670187
2.3419669573120068,4002.263432701459,14.036712192528956,3487.2810514673733,3.7154590738787867,3498.3924483654414
1.4218472697343074,3500.861647676123,9.449488584239994,3492.2194500887367,3.5120930750962387,2996.219038555518
2.9987053850836354,3499.1640731500297,6.524173289779409,3007.330435453587,1.6485334842288495,2998.225262995448
0.7867143359311406,2984.798991743615,4.803964436671045,3009.182334936599,3.7387792895907843,2493.582653874843
2.363572451280472,2983.1014172175214,1.7352984044514201,2524.447645258366,0.5850630588921213,2496.97780292703
2.3087013554875426,2523.8303454306956,2.737038847021104,2509.0151495666046,2.3903221104795307,2006.996064713599
1.30524619117433,2524.910620129119,5.687389078937223,2003.4465907044937,1.2435162084072857,2008.2306643689399
4.685648636367539,2018.8790863962554,3.6804787503107974,2005.6071401013405,0.5500827353241284,1004.1924946629288
8.55611855586135,2014.7123125594799,0.4084467193086283,1018.6990406131845,,
0.5517974570676607,1018.5447156562668,,,,
