Calcite,,Aragonite,,Mg-calcite,
X,Y,X,Y,X,Y
9.335126697884494,1953.7710471256357,34.67603201487829,5314.137690544983,26.79054166251536,5325.2964033077615
10.039188336488323,1952.7747334861017,19.18567965195443,4472.850453322706,8.340805685629835,4474.0460296901465
1.0756866261499098,3974.892896283751,13.269237155856665,4467.0718342134105,7.0734947361429406,4475.839394241308
1.918235860648931,3959.5496662349315,13.610308525123706,3971.3061671814294,5.581681113214437,3968.5164889907346
1.858789146823419,4454.9168078111,10.090000332104545,3976.2877353790973,2.7654345587991074,3972.50174354887
8.905051310152434,5336.45511607054,6.202052406097437,3458.204642821561,1.1351333399754218,3479.5257547075826
12.141410115904478,5317.724419647305,4.793929128889772,3460.197270100628,0.14944704593005653,3480.92059380293
0.4068280694762727,2475.8393942413068,2.459566271462254,2968.2175948988743,-0.07738035933711984,2957.656670319817
0.37793497392978637,1442.8614127727408,1.6146923051376554,2969.4131712663147,0.7674936069874789,2956.4610939523764
,,0.970077380359335,2475.04234332968,0.2660157417555027,2476.0386569692137
,,4.127395304041709,1975.291421739564,2.156022715950982,1978.0810999302582
,,1.3111487496263763,1979.2766762976987,1.5834744777655985,1922.2875361163694
,,0.09863505031383824,1457.4075919099334,0.237122646209027,1443.0606755006477
