18.8,-168.5,200.0,201.31298762572456,18.62010955810547,34.86180114746094,188.64117431640625,1966.0,1.0
18.8,-168.5,287.5,289.4490936184763,12.823152947288706,34.32829984312733,168.63035632215804,1966.0,1.0
18.8,-168.5,350.0,352.42639489568023,10.250890731811523,34.220088958740234,146.2644500732422,1966.0,1.0
18.8,-168.5,412.5,415.422790313224,8.57458556374549,34.19761510555497,115.93523227499443,1966.0,1.0
18.8,-168.5,487.5,491.04364121481353,7.182291864784806,34.22600402535668,83.62892481876342,1966.0,1.0
18.8,-168.5,562.5,566.6919249497905,6.316021335085631,34.28540703225369,57.542451613836505,1966.0,1.0
18.8,-168.5,625.0,629.7530923102133,5.836035074456217,34.34157864817181,46.97105069633994,1966.0,1.0
18.8,-168.5,700.0,705.4515805432579,5.44258975982666,34.40279006958008,42.712799072265625,1966.0,1.0
18.8,-168.5,775.0,781.1774044201926,5.107077379528025,34.44732955535814,45.70061055574901,1966.0,1.0
18.8,-168.5,837.5,844.3031142497081,4.856290878612228,34.47466310636386,44.920430302619934,1966.0,1.0
18.8,-168.5,912.5,920.0789641797337,4.580912822023195,34.500024948492666,50.51454593845416,1966.0,1.0
18.8,-168.5,987.5,995.8820522798198,4.310230666433424,34.51836731409308,54.42996174586176,1966.0,1.0
18.8,-168.5,1050.0,1059.0720744333344,4.119309902191162,34.529911041259766,58.73527145385742,1966.0,1.0
18.8,-168.5,1125.0,1134.9250096362937,3.8774508716047515,34.53996940180289,60.57017934534255,1966.0,1.0
18.8,-168.5,1187.5,1198.1565227107733,3.6876922463450192,34.54759282053532,63.28650726164473,1966.0,1.0
18.8,-168.5,1262.5,1274.0591889713507,3.4823985294178694,34.556934362448345,63.98962608014389,1966.0,1.0
18.8,-168.5,1337.5,1349.9889322837882,3.280451537409866,34.56635546285142,69.89899700953262,1966.0,1.0
18.8,-168.5,1412.5,1425.9457180363363,3.090793454587226,34.574672271171416,73.4505785940877,1966.0,1.0
18.8,-168.5,1475.0,1489.2636719257898,2.9427332928581724,34.581980479376845,74.76258125533768,1966.0,1.0
18.8,-168.5,1537.5,1552.6003611707729,2.8152356563147207,34.58846924818168,77.1987530752285,1966.0,1.0
18.8,-168.5,1612.5,1628.629090668239,2.670383632023317,34.595578798845395,81.46513349778736,1966.0,1.0
18.8,-168.5,1700.0,1717.3632905803454,2.515889883041382,34.604312896728516,84.61264038085938,1966.0,1.0
18.8,-168.5,1750.0,1768.0849746773567,2.436490058898926,34.608699798583984,87.36272430419922,1966.0,1.0
18.8,-168.5,1837.5,1856.8766319271463,2.3104186920897094,34.615843196762015,92.74482982984426,1966.0,1.0
18.8,-168.5,1887.5,1907.6311098293143,2.2459309956668876,34.61957628801765,94.93103002360654,1966.0,1.0
18.8,-168.5,1962.5,1983.785146623323,2.164086841436966,34.62487011473888,97.47995041669533,1966.0,1.0
18.8,-168.5,2037.5,2059.965936388512,2.090955964621498,34.62934811686959,102.63320850686297,1966.0,1.0
18.8,-168.5,2100.0,2123.4703390169684,2.037899971008301,34.633811950683594,104.45822143554688,1966.0,1.0
18.8,-168.5,2175.0,2199.700085374783,1.9772958564716654,34.64457096301832,106.88781621205266,1966.0,1.0
18.8,-168.5,2250.0,2275.9564859163147,1.9250526190595754,34.651721736186104,108.95060691334974,1966.0,1.0
18.8,-168.5,2312.5,2339.523822021386,1.8844805900033184,34.653554141521454,110.49567921089428,1966.0,1.0
18.8,-168.5,2387.5,2415.8289978995704,1.833965125881584,34.64854699373245,112.29066493041573,1966.0,1.0
18.8,-168.5,2462.5,2492.160729019672,1.7989097587090883,34.65056655486656,115.10518682023526,1966.0,1.0
18.8,-168.5,2525.0,2555.7907649904428,1.766926808573792,34.653515939031855,117.2060175985773,1966.0,1.0
18.8,-168.5,2600.0,2632.1710899267614,1.7190899848937988,34.65651321411133,119.09196472167969,1966.0,1.0
18.8,-168.5,2662.5,2695.8415717633093,1.6886523174961359,34.658844895700256,121.668472687754,1966.0,1.0
18.8,-168.5,2737.5,2772.2703729381155,1.6610632651927042,34.66124232351526,124.47264752555523,1966.0,1.0
18.8,-168.5,2812.5,2848.725566109266,1.6394099334303212,34.6632039993959,126.6379112379438,1966.0,1.0
18.8,-168.5,2875.0,2912.4583623733956,1.6221876124912311,34.6645077591806,128.10668857747126,1966.0,1.0
18.8,-168.5,2962.5,3001.7149883504985,1.5967577843122704,34.66694419645349,130.3420403268067,1966.0,1.0
18.8,-168.5,3025.0,3065.4916301894523,1.5753207444331188,34.66881001458014,132.0254473648492,1966.0,1.0
18.8,-168.5,3087.5,3129.2865065389265,1.5505513848608579,34.67053878944191,133.7213107104417,1966.0,1.0
18.8,-168.5,3162.5,3205.864399146095,1.5352668059860177,34.67271345693621,135.50558576991875,1966.0,1.0
18.8,-168.5,3225.0,3269.6993199987437,1.5223866024784847,34.6742782715731,136.89103666033188,1966.0,1.0
18.8,-168.5,3300.0,3346.3252070747403,1.5039100646972656,34.675689697265625,138.484130859375,1966.0,1.0
18.8,-168.5,3375.0,3422.9772232610444,1.4956138008228026,34.676342462924616,139.9833915680967,1966.0,1.0
18.8,-168.5,3450.0,3499.655333474668,1.4882827920368844,34.67760815059424,141.6216545480073,1966.0,1.0
18.8,-168.5,3525.0,3576.3595026282596,1.4811397944447802,34.67967553324735,143.26329923645636,1966.0,1.0
