Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13
4003.910382020913,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.01600402499850939,2.0,L,,,,,,,,,,
4014.7571401321384,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.021517968896054368,2.0,L,,,,,,,,,,
4428.754747082387,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.00911610852197941,2.0,L,,,,,,,,,,
4437.520592366519,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.017777076749813714,2.0,L,,,,,,,,,,
5216.874468933706,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.06653504972217676,2.0,L,,,,,,,,,,
5219.13746163317,"Milliman, 1977",M77,23.3,-70.5,Mg-calcite ooids,Mg-calcite,,,True,False,121.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0850304689821652,2.0,L,,,,,,,,,,
1442.8614127727408,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0010354382847391408,9.0,L,,,,,,,,,,
1952.7747334861017,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.027504625579420062,9.0,L,,,,,,,,,,
1953.7710471256357,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.02557568958324519,9.0,L,,,,,,,,,,
2475.8393942413068,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0011145974506199252,9.0,L,,,,,,,,,,
3959.5496662349315,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.00525544071410666,9.0,L,,,,,,,,,,
3974.892896283751,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0029470866469860544,9.0,L,,,,,,,,,,
4454.9168078111,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.005092573004995668,9.0,L,,,,,,,,,,
5317.724419647305,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.033264137303847884,9.0,L,,,,,,,,,,
5336.45511607054,"Milliman, 1977",M77,23.1,-65.2,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.024397400849732694,9.0,L,,,,,,,,,,
1457.4075919099334,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0002702330145584609,9.0,L,,,,,,,,,,
1975.291421739564,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.011307932339840298,9.0,L,,,,,,,,,,
1979.2766762976987,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.003592188355140757,9.0,L,,,,,,,,,,
2475.04234332968,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.002657746247559822,9.0,L,,,,,,,,,,
2968.2175948988743,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.006738537730033573,9.0,L,,,,,,,,,,
2969.4131712663147,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.004423814534623713,9.0,L,,,,,,,,,,
3458.204642821561,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.01699192440026695,9.0,L,,,,,,,,,,
3460.197270100628,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.013134052407917183,9.0,L,,,,,,,,,,
3971.3061671814294,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.03728851650718824,9.0,L,,,,,,,,,,
3976.2877353790973,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.02764383652631382,9.0,L,,,,,,,,,,
4467.0718342134105,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0363540743996073,9.0,L,,,,,,,,,,
4472.850453322706,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.05256350589576556,9.0,L,,,,,,,,,,
5314.137690544983,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.09500282743802271,9.0,L,,,,,,,,,,
1443.0606755006477,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0006496510855041836,9.0,L,,,,,,,,,,
1922.2875361163694,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0043382862404536945,9.0,L,,,,,,,,,,
1978.0810999302582,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.005906911550550636,9.0,L,,,,,,,,,,
2476.0386569692137,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0007288102513849389,9.0,L,,,,,,,,,,
2956.4610939523764,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0021027222109246,9.0,L,,,,,,,,,,
2957.656670319817,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,-0.00021200098448525984,9.0,L,,,,,,,,,,
3479.5257547075826,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.003109954356097046,9.0,L,,,,,,,,,,
3480.92059380293,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0004094439614522097,9.0,L,,,,,,,,,,
3968.5164889907346,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.015292277022505307,9.0,L,,,,,,,,,,
3972.50174354887,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.007576533037805774,9.0,L,,,,,,,,,,
4474.0460296901465,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.02285152242638311,9.0,L,,,,,,,,,,
4475.839394241308,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.01937943763326833,9.0,L,,,,,,,,,,
5325.2964033077615,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.073398744280864,9.0,L,,,,,,,,,,
1970.6471332209105,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0003898218947076603,9.0,L,,,,,,,,,,
3021.50084317032,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0009933239391069497,9.0,L,,,,,,,,,,
3503.5307757166947,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0002974196678140059,9.0,L,,,,,,,,,,
4013.490725126476,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.002772066806810049,9.0,L,,,,,,,,,,
4014.281197301855,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0007940816373674662,9.0,L,,,,,,,,,,
4508.537099494098,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.00603502044399271,9.0,L,,,,,,,,,,
4522.344013490725,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.008015893183025712,9.0,L,,,,,,,,,,
4993.465430016864,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.03461618425004043,9.0,L,,,,,,,,,,
4994.41399662732,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.03224260204670932,9.0,L,,,,,,,,,,
5986.193086003373,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.10760816835685741,9.0,L,,,,,,,,,,
1007.0615514333897,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0005948393356280021,9.0,L,,,,,,,,,,
1998.1028667790895,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.004747164406662203,9.0,L,,,,,,,,,,
1999.2095278246204,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0019779851694425926,9.0,L,,,,,,,,,,
2493.939713322091,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.006032132874402271,9.0,L,,,,,,,,,,
2509.1694772344017,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.004452632308438645,9.0,L,,,,,,,,,,
3018.180860033727,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0093008616507658,9.0,L,,,,,,,,,,
3018.9713322091065,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.007322876481323207,9.0,L,,,,,,,,,,
3508.642495784149,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.02403612927071543,9.0,L,,,,,,,,,,
3509.5910623946047,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.021662547067384328,9.0,L,,,,,,,,,,
3989.9346543001693,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.061716024856199064,9.0,L,,,,,,,,,,
3999.10413153457,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.03877139689066509,9.0,L,,,,,,,,,,
4511.330101180439,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.07210550024255584,9.0,L,,,,,,,,,,
4516.072934232715,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.06023758922590034,9.0,L,,,,,,,,,,
4976.391231028669,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.07734066391000023,9.0,L,,,,,,,,,,
4982.0826306914005,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.06309917069001364,9.0,L,,,,,,,,,,
5491.620994940978,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.1031584236180092,9.0,L,,,,,,,,,,
5985.508010118044,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.18238178290096796,9.0,L,,,,,,,,,,
5990.883220910624,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.1689314837487584,9.0,L,,,,,,,,,,
1998.735244519393,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0031647762711081483,9.0,L,,,,,,,,,,
2510.434232715009,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.001287856037330507,9.0,L,,,,,,,,,,
3019.6037099494097,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.005740488345769143,9.0,L,,,,,,,,,,
3020.5522765598653,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.003366906142438051,9.0,L,,,,,,,,,,
3516.231028667791,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.005047471644066628,9.0,L,,,,,,,,,,
3517.179595278247,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0026738894407355267,9.0,L,,,,,,,,,,
3995.4152613827982,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.011472313982766989,9.0,L,,,,,,,,,,
4012.2259696458686,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.005936843077918187,9.0,L,,,,,,,,,,
4514.4392917369305,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.02779574487745155,9.0,L,,,,,,,,,,
4517.126897133221,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.021070595301346765,9.0,L,,,,,,,,,,
4995.889544688027,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.06508004342904665,9.0,L,,,,,,,,,,
5002.0552276559865,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.04965175910739451,9.0,L,,,,,,,,,,
5517.601180438448,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.07467832474762642,9.0,L,,,,,,,,,,
5518.549747048904,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.07230474254429531,9.0,L,,,,,,,,,,
5979.605817875211,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.1606210584675091,9.0,L,,,,,,,,,,
5984.243254637437,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.07595751807618566,9.0,L,,,,,,,,,,
1018.5447156562668,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0015117738549798923,9.0,L,,,,,,,,,,
2014.7123125594799,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.02344142070099,9.0,L,,,,,,,,,,
2018.8790863962554,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.012837393524294626,9.0,L,,,,,,,,,,
2523.8303454306956,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.006325209193116555,9.0,L,,,,,,,,,,
2524.910620129119,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0035760169621214524,9.0,L,,,,,,,,,,
2983.1014172175214,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0064755409624122524,9.0,L,,,,,,,,,,
2984.798991743615,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0021553817422770975,9.0,L,,,,,,,,,,
3499.1640731500297,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.00821563119200996,9.0,L,,,,,,,,,,
3500.861647676123,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0038954719718748147,9.0,L,,,,,,,,,,
3988.9914864065436,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0036624577294664807,9.0,L,,,,,,,,,,
4002.263432701459,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.006416347828252073,9.0,L,,,,,,,,,,
4499.344118933099,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.019933992608609723,9.0,L,,,,,,,,,,
4501.504668329946,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.014435608146619518,9.0,L,,,,,,,,,,
5008.307826847398,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.03974020321331808,9.0,L,,,,,,,,,,
5012.937575554926,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.027957950794767667,9.0,L,,,,,,,,,,
5493.351166439465,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.12042138464720363,9.0,L,,,,,,,,,,
5502.456338897606,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.13377930192268464,9.0,L,,,,,,,,,,
1018.6990406131845,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.001119032107694872,9.0,L,,,,,,,,,,
2003.4465907044937,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.01558188788749924,9.0,L,,,,,,,,,,
2005.6071401013405,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.010083503425509035,9.0,L,,,,,,,,,,
2509.0151495666046,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0074987365671811065,9.0,L,,,,,,,,,,
2524.447645258366,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.004754242203976493,9.0,L,,,,,,,,,,
3007.330435453587,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.017874447369258653,9.0,L,,,,,,,,,,
3009.182334936599,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.013161546401838479,9.0,L,,,,,,,,,,
3487.2810514673733,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.038456745732956044,9.0,L,,,,,,,,,,
3492.2194500887367,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0258890098198356,9.0,L,,,,,,,,,,
4007.6648061935753,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.029200067038573387,9.0,L,,,,,,,,,,
4493.016795699477,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.07256608461259209,9.0,L,,,,,,,,,,
4499.652768846934,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.055678189479336504,9.0,L,,,,,,,,,,
4999.974279173846,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.09747793793200564,9.0,L,,,,,,,,,,
5001.826178656858,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.09276503696458548,9.0,L,,,,,,,,,,
5493.042516525631,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.23079590923766402,9.0,L,,,,,,,,,,
5511.4071863988265,"Milliman, 1977",M77,25.9,-60.3,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.2205893216760442,9.0,L,,,,,,,,,,
1004.1924946629288,"Milliman, 1977",M77,25.9,-60.3,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.001507075987189393,9.0,L,,,,,,,,,,
