Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13,Pressure,Temp_woa,Temp_SD_woa,Sal_woa,Sal_SD_woa,Doxy_woa,Doxy_SD_woa,PO4_woa,SiOH4_woa,TA_cb,DIC_cb,NO3_cb,PO4_cb,SiOH4_cb,pH_insitu_cb,k_calcite_calc23,Oca_calc23,k_aragonite_calc23,Oar_calc23,total_calcium_calc23,CO2_calc23,HCO3_calc23,CO3_calc23,Omega_calc23,Oca_metab_calc12,Oar_metab_calc12,Omega_metab_calc12
912.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,920.0789641797336,4.580912822023195,0.1554566720450596,34.500024948492666,0.0120294457382015,50.51454593845416,3.2634906505452053,2.947035114250699,93.95352428792782,2353.35475823291,2313.19512356567,41.0281162678792,2.98698754035276,97.5370561746534,7.67131915878804,5.083852418054401e-07,1.0209957482976972,7.972607518942341e-07,0.6510532083103351,10137.654607537921,51.543993507838024,2210.450019892301,51.20111016553092,1.0209957482976972,0.8111030367740247,0.5172119817760611,0.8111030367740247
987.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.0657534246575344e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,995.8820522798198,4.310230666433424,0.1356777802817048,34.51836731409308,0.0092988820816879,54.42996174586176,2.6933582462133216,2.916575469076633,98.03936942477688,2360.01070547902,2317.61157356424,41.0696867561449,2.98459833460606,102.46008863022,7.67815434144365,5.16658930054079e-07,1.0162137749837927,8.097105453488809e-07,0.6484242112261489,10143.04441718066,50.90244502682372,2214.945979319612,51.76314921780465,1.0162137749837927,0.7926235827247404,0.5057561057325078,0.7926235827247404
1050.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1059.0720744333344,4.119309902191162,0.1452853679656982,34.529911041259766,0.0092059774324297,58.73527145385742,2.586630582809448,2.908303022384644,104.30287170410156,2364.59595448324,2319.56865582809,40.9532111183585,2.97160319739034,105.880344738528,7.68557300712338,5.235810155399344e-07,1.0170566757537385,8.200842540809666e-07,0.6493376314724822,10146.436481942186,50.078203273958586,2217.007832857991,52.48261969613997,1.0170566757537385,0.7771123084604731,0.496145669944964,0.7771123084604731
1125.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1134.9250096362937,3.877450871604752,0.141214038476509,34.53996940180289,0.0089783938770993,60.57017934534255,2.7579346895217896,2.9460692405700684,110.04193391642416,2370.11421024474,2324.63479692067,41.0471447849215,2.97550661438524,110.780027162428,7.68689498732591,5.319949025384729e-07,1.0008534566054221,8.326956856845341e-07,0.6394280002356263,10149.392079373101,50.05613006595648,2222.1175014038085,52.46116545090482,1.0008534566054221,0.7583116437250171,0.4844722218845675,0.7583116437250171
1187.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,8.287671232876712e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1198.1565227107733,3.6876922463450192,0.1223850074783876,34.54759282053532,0.0056449270658276,63.28650726164473,2.764981165528297,2.923802003264427,111.22159481048584,2374.39260517336,2327.71882362706,41.0118661974936,2.96894845572527,114.562449156341,7.69029164490239,5.391103696676339e-07,0.992770682984039,8.433401015741957e-07,0.6346347919417982,10151.632181696315,49.72970839287229,2225.267251368422,52.72186386576526,0.992770682984039,0.7423087394969801,0.4745254473381929,0.7423087394969801
1262.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,4.145205479452055e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1274.0591889713507,3.482398529417869,0.0997348512093125,34.556934362448345,0.0050321048517047,63.98962608014389,2.699621881352744,2.96113876915388,115.9183546223598,2379.33731331538,2332.94214649112,41.1215038081781,2.97464766018226,119.188701958521,7.68927863662345,5.477780883880285e-07,0.9733514621016929,8.562733410769505e-07,0.6226757013936309,10154.3771456654,49.91636233687468,2230.5183190885664,52.50746506567927,0.9733514621016929,0.7252223292999954,0.46394169027920756,0.7252223292999954
1337.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,3.684931506849315e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1349.9889322837882,3.280451537409866,0.0961477439606137,34.56635546285142,0.0050437697603798,69.89899700953262,2.4751611217661247,2.9630873124266417,122.46546084647323,2383.91648995951,2334.1153621586,40.8410413551518,2.9461832842151,122.929984775521,7.69889121374264,5.566162471640722e-07,0.9763000018681339,8.694452700723207e-07,0.6250243251089459,10157.145487486945,48.801061357015136,2231.8126113933167,53.501689408268,0.9763000018681339,0.7062624696282036,0.45214710906941924,0.7062624696282036
1412.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,7.827397260273973e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1425.9457180363363,3.090793454587226,0.1105029092238889,34.574672271171416,0.0050887109391624,73.4505785940877,2.373567392009166,2.920911505818367,125.74083102392538,2388.30990461886,2336.75996658529,40.7141300700233,2.93091418989233,126.917488693159,7.70364167164397,5.655870649855849e-07,0.96948052748409,8.827903920252188e-07,0.6211277909838636,10159.589338768534,48.25859264902853,2234.5301327948487,53.9712411414128,0.96948052748409,0.6887971890679855,0.44129929828705455,0.6887971890679855
1475.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1489.2636719257898,2.9427332928581724,0.1174398811518672,34.581980479376845,0.0054743770187412,74.76258125533768,2.253800970414163,2.920620140128684,126.7161426370058,2391.96103168906,2340.0463566235,40.7107585118549,2.92734570232923,130.478733530359,7.7044115907624,5.731849100027893e-07,0.957678480715068,8.940735070259868e-07,0.613961659155078,10161.736818102163,48.16940874668685,2237.8579486047183,54.01899927209426,0.957678480715068,0.6756282847512068,0.43314104997767633,0.6756282847512068
1537.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1552.6003611707729,2.8152356563147207,0.1074519077979262,34.58846924818168,0.0053293974381193,77.1987530752285,2.336256999129688,2.903732491881593,131.61102313234235,2395.03076160055,2341.88131020875,40.6113914645272,2.91591633409629,133.363107716444,7.70754169257947,5.808446539390436e-07,0.9515071490046383,9.054192808289772e-07,0.6104109470455592,10163.643509389192,47.754254819807976,2239.7491307624477,54.37792462649446,0.9515071490046383,0.6625991418914526,0.4250706577839542,0.6625991418914526
1612.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1628.629090668239,2.670383632023317,0.0918993953475388,34.595578798845395,0.0047942374258575,81.46513349778736,2.72266864988338,2.8714027010924656,135.563309656973,2398.30627480977,2342.74451228284,40.3918837074688,2.89348571697295,136.333212199666,7.71403331484673,5.901613869759143e-07,0.9498947991556517,9.191996341212715e-07,0.6098688591046014,10165.732614227556,46.92265421130741,2240.6766704668216,55.14518760471091,0.9498947991556517,0.6466147025512748,0.41515141600495087,0.6466147025512748
1700.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1717.3632905803454,2.515889883041382,0.0789801925420761,34.60431289672852,0.0044508362188935,84.61264038085938,3.0895352363586426,2.837374448776245,134.97500610351562,2402.04090154345,2344.84845446891,40.2486592871281,2.87775907727533,139.991914275628,7.71812216409547,6.012212508031349e-07,0.9415555318194504,9.355272115603499e-07,0.6050953810279236,10168.299083897642,46.339189010985216,2242.8378901501765,55.67137530774849,0.9415555318194504,0.6296849913029472,0.4046702152593637,0.6296849913029472
1750.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001381369863013,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1768.0849746773567,2.436490058898926,0.0624693222343921,34.608699798583984,0.0037120599299669,87.36272430419922,2.647350549697876,2.827755212783813,137.10975646972656,2403.79402545293,2344.99501910361,40.0966910843473,2.86284924376571,141.588124275689,7.72237396758431,6.076102021104774e-07,0.94091913103272,9.449420245794273e-07,0.6050234284276457,10169.588152409166,45.77037383896977,2243.0068265281984,56.21781873644192,0.94091913103272,0.6198208171875421,0.3985529717246137,0.6198208171875421
1837.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001473424657534,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1856.8766319271465,2.3104186920897094,0.0586164029036261,34.615843196762015,0.003708540553103,92.74482982984426,1.8032192046232116,2.8306368636541808,142.95582255995248,2406.39533426382,2344.356444652,39.7855777969424,2.83326607130943,143.817769124349,7.73095891708546,6.189248170564328e-07,0.9424911959649065,9.61587692742016e-07,0.6066333787784657,10171.687203165247,44.6347289532802,2242.3731972682317,57.348518430487715,0.9424911959649065,0.6027899170233202,0.38798503967252285,0.6027899170233202
1887.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.208219178082193e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1907.6311098293145,2.245930995666888,0.062290067708412,34.61957628801765,0.0038326474471081,94.93103002360654,1.8461793027818203,2.8194741183102323,144.45342800173526,2407.79587773479,2344.49150817832,39.6646838028849,2.82155504082659,145.155090152559,7.73406126637728,6.25463493718952e-07,0.9400451681496278,9.711909552866578e-07,0.6054050770591679,10172.784152800054,44.17949156555473,2242.514276456974,57.797740155791004,0.9400451681496278,0.5937859925939671,0.3824082786475067,0.5937859925939671
1962.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1983.785146623323,2.164086841436966,0.0537262931466102,34.62487011473888,0.0035629314370453,97.47995041669532,1.7291741035878658,2.80964282900095,143.48790608308911,2409.67518465776,2344.8889079792,39.5246563296901,2.80807810386189,146.988379236847,7.73731265341484,6.353574543673779e-07,0.934165937402301,9.85694633308705e-07,0.6021431708036465,10174.339716511446,43.626361333634726,2242.926643925369,58.33590272019631,0.934165937402301,0.5812453984618091,0.37465821994973614,0.5812453984618091
2037.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2059.965936388512,2.090955964621498,0.0537262931466102,34.62934811686959,0.0035629314370453,102.63320850686296,1.733134150505066,2.8522632547467777,144.97396562318664,2410.745346674,2342.72910530415,39.2064920993835,2.779537378966,147.544720239028,7.74561107468437,6.453684074768342e-07,0.9384751667532696,1.0003462592354573e-06,0.6054525802765618,10175.655554369556,42.51890453711154,2240.689492682139,59.520708084899255,0.9384751667532696,0.567563747589647,0.36616092532145816,0.567563747589647
2100.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001059178082191,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2123.4703390169684,2.037899971008301,0.0537262931466102,34.633811950683594,0.0035629314370453,104.45822143554688,1.733134150505066,2.8431284427642822,146.07388305664062,2412.02101207258,2342.88043275128,39.1005322274717,2.76990379399738,148.7163497741,7.74780537721004,6.538240377532025e-07,0.9331298218487731,1.0127021295966236e-06,0.602450306006669,10176.967228940786,42.09774691620257,2240.8333223219365,59.949363513140696,0.9331298218487731,0.5580913055286768,0.36031672112811586,0.5580913055286768
2175.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2199.700085374783,1.9772958564716652,0.0537262931466102,34.64457096301832,0.0035629314370453,106.88781621205266,1.733134150505066,2.833138137281132,147.2830835940412,2414.06844421607,2343.04053618328,38.9323672436013,2.75637787369182,150.096159575982,7.75188646338815,6.642302308845377e-07,0.9300509601194917,1.0278926817048896e-06,0.6010043411826903,10180.128709291323,41.45109206288272,2240.9057355332234,60.68370858717377,0.9300509601194917,0.5484838474502876,0.3544334531344986,0.5484838474502876
2250.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001289315068493,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2275.9564859163147,1.9250526190595756,0.0537262931466102,34.651721736186104,0.0035629314370453,108.95060691334974,1.733134150505066,2.8004948117482398,148.20732110426633,2415.62575570596,2343.09786743624,38.7972406403515,2.74513868508945,151.275595489617,7.75462321325411,6.746882901924722e-07,0.9244455652040564,1.0431334725108482e-06,0.5979221395918268,10182.229927150152,40.92848409633951,2240.914373167673,61.25501017222715,0.9244455652040564,0.5385894418452608,0.3483542607060938,0.5385894418452608
2312.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.208219178082193e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2339.523822021386,1.8844805900033184,0.0537262931466102,34.653554141521454,0.0035629314370453,110.49567921089428,1.733134150505066,2.769966851047631,148.86744670069046,2416.40173571984,2342.99761755849,38.7123897100735,2.7372021745027,152.114641874453,7.75579442356014,6.834202358774938e-07,0.9174951148067567,1.0558426952695503e-06,0.5938713509000539,10182.768370018486,40.59682080816954,2240.8227754311,61.57802131922043,0.9174951148067567,0.5294565305994836,0.34270380299103426,0.5294565305994836
2387.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.668493150684931e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2415.8289978995704,1.833965125881584,0.0537262931466102,34.64854699373245,0.0035629314370453,112.29066493041572,1.733134150505066,2.759207642984495,149.66353469922674,2416.45765875435,2342.5912588962,38.649068605214,2.72900234556403,152.961138576389,7.75565720852017,6.938832105825485e-07,0.9057208446852659,1.0710579066812339e-06,0.586769850333398,10181.297045434532,40.34702220433436,2240.5168865519768,61.72735013988854,0.9057208446852659,0.5164252985579988,0.33456533204616307,0.5164252985579988
2462.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,8.747945205479452e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2492.160729019672,1.7989097587090883,0.0537262931466102,34.65056655486656,0.0035629314370453,115.10518682023526,1.733134150505066,2.741164292538876,150.468300566617,2416.76627721462,2341.20765298855,38.4763447079077,2.71401762213158,153.050664470236,7.75882350024548,7.046050664362026e-07,0.9013421256849877,1.086617568132452e-06,0.5844652681637901,10181.89048307021,39.750171731544526,2239.0829910377274,62.37449021927763,0.9013421256849877,0.505466134310987,0.32776388822753744,0.505466134310987
2525.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001197260273972,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2555.7907649904428,1.766926808573792,0.0537262931466102,34.653515939031855,0.0035629314370453,117.2060175985773,1.733134150505066,2.7270609443480507,151.0197808179419,2417.27948747399,2340.39718803585,38.3447720317566,2.70284892395121,153.348989851448,7.7611268773994,7.13704912298078e-07,0.8970466635486397,1.0998152424428242e-06,0.58212196524322,10182.757144413714,39.299354341896446,2238.224232639204,62.87360105474923,0.8970466635486397,0.49693781107908497,0.3224786702228626,0.49693781107908497
2600.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001151232876712,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2632.1710899267614,1.7190899848937988,0.0537262931466102,34.65651321411133,0.0035629314370453,119.09196472167967,1.733134150505066,2.714132785797119,151.5253448486328,2418.19133184711,2340.21420600106,38.2388421368468,2.69333882246562,154.291252761928,7.76241900279705,7.248066943605261e-07,0.8887793378854006,1.1159136456317744e-06,0.5772787315849556,10183.63787825564,38.924920567561344,2238.031614490176,63.25767094332291,0.8887793378854006,0.4869158079739756,0.3162608850523523,0.4869158079739756
2662.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2695.8415717633093,1.688652317496136,0.0537262931466102,34.658844895700256,0.0035629314370453,121.668472687754,1.733134150505066,2.7009988540726724,151.9779574329433,2418.38047804421,2338.84604658026,38.077188337734,2.67968851321661,154.236300335343,7.76531531365434,7.341366130067394e-07,0.8856012698455793,1.1294182350569972e-06,0.5756523992071817,10184.323030879114,38.419022906357206,2236.588483326388,63.83854034751486,0.8856012698455793,0.478151839638826,0.3108049446693008,0.478151839638826
2737.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.906849315068493e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2772.2703729381155,1.6610632651927042,0.0537262931466102,34.66124232351526,0.0035629314370453,124.47264752555525,1.733134150505066,2.686217901357945,152.28170277964324,2418.42159155473,2337.17808412824,37.8981911029267,2.66482674209099,153.975235784725,7.76810765760714,7.454285739590627e-07,0.880845095267118,1.1457357727537543e-06,0.5730877213213477,10185.027502692432,37.86776341405041,2234.842443423703,64.46787729048617,0.880845095267118,0.4680973774606422,0.30454941606284086,0.4680973774606422
2812.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001197260273972,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2848.725566109266,1.6394099334303212,0.0537262931466102,34.6632039993959,0.0035629314370453,126.6379112379438,1.733134150505066,2.6734192137277315,152.40329149203822,2418.47778597459,2335.90606276505,37.7603895487263,2.65348469454304,153.816553108361,7.76957080245308,7.568413852101452e-07,0.8738998973295281,1.16220296825974e-06,0.5690947509971142,10185.60393104457,37.438250935793214,2233.5326726556236,64.9351391736331,0.8738998973295281,0.458713248755821,0.29871991389116115,0.458713248755821
2875.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,4.145205479452055e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2912.458362373396,1.6221876124912311,0.0537262931466102,34.6645077591806,0.0035629314370453,128.10668857747126,1.733134150505066,2.663896316819376,152.43504281557867,2418.5712795488,2335.11255208404,37.6695770032862,2.64596015223245,153.815789209698,7.77004740400114,7.664634638076906e-07,0.8668315075043759,1.176072060680775e-06,0.5649268458897476,10185.987034141113,37.151460422964874,2232.7347490835177,65.22634257755739,0.8668315075043759,0.451203377210394,0.29405587883638756,0.451203377210394
2962.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3001.7149883504985,1.5967577843122704,0.0537262931466102,34.66694419645349,0.0035629314370453,130.3420403268067,1.733134150505066,2.6558508794840314,152.57275649944117,2418.70660045446,2333.86370380044,37.5276373588466,2.63439176204881,153.758859243433,7.77099664877056,7.801502390329227e-07,0.8574960485441613,1.1957818210985858e-06,0.5594463266107477,10186.702968682677,36.7289228250771,2231.463312071423,65.67146890393963,0.8574960485441613,0.4408997791909427,0.28765119360099256,0.4408997791909427
