Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13,Pressure,Temp_woa,Temp_SD_woa,Sal_woa,Sal_SD_woa,Doxy_woa,Doxy_SD_woa,PO4_woa,SiOH4_woa,TA_cb,DIC_cb,NO3_cb,PO4_cb,SiOH4_cb,pH_insitu_cb,k_calcite_calc23,Oca_calc23,k_aragonite_calc23,Oar_calc23,total_calcium_calc23,CO2_calc23,HCO3_calc23,CO3_calc23,Omega_calc23,Oca_metab_calc12,Oar_metab_calc12,Omega_metab_calc12,u_TA_woa,u_DIC_woa,u_pH_insitu_woa,u_SiOH4_woa,u_PO4_woa,u_TA_woa_cb,u_DIC_woa_cb,u_pH_insitu_woa_cb,u_PO4_woa_cb,u_SiOH4_woa_cb,u_Oca_calc23,u_Oar_calc23,u_Omega_calc23
912.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,920.0789641797336,4.580912822023195,0.1554566720450596,34.500024948492666,0.0120294457382015,50.51454593845416,3.2634906505452053,2.947035114250699,93.95352428792782,2353.35475823291,2313.19512356567,41.0281162678792,2.98698754035276,97.5370561746534,7.67131915878804,5.083852418054401e-07,1.0209957482976972,7.972607518942341e-07,0.6510532083103351,10137.65460753792,51.54399350783802,2210.450019892301,51.20111016553092,1.0209957482976972,0.8111030367740247,0.5172119817760611,0.8111030367740247,2.628507377043559,4.324696161823685,0.007012120496860311,2.86847625766645,0.023073051551119,9.664318446283339,11.17107859125933,0.02025265004542587,0.08326082937300466,4.841296937887215,0.04848661231125076,0.030936570302686917,0.04848661231125076
987.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.0657534246575344e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,995.8820522798198,4.310230666433424,0.1356777802817048,34.51836731409308,0.0092988820816879,54.42996174586176,2.6933582462133216,2.916575469076633,98.03936942477688,2360.01070547902,2317.61157356424,41.0696867561449,2.98459833460606,102.46008863022,7.67815434144365,5.16658930054079e-07,1.0162137749837927,8.097105453488809e-07,0.6484242112261489,10143.04441718066,50.90244502682372,2214.945979319612,51.76314921780465,1.0162137749837927,0.7926235827247404,0.5057561057325078,0.7926235827247404,2.30728477255157,3.7641475548674044,0.00574773522319738,2.5935860980628016,0.018736620687743386,9.581939418596235,10.966257648569737,0.019850351639101607,0.08216484013735056,4.683661905823757,0.047161204674098955,0.03010649753862268,0.047161204674098955
1050.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1059.0720744333344,4.119309902191162,0.1452853679656982,34.529911041259766,0.0092059774324297,58.73527145385742,2.586630582809448,2.908303022384644,104.30287170410156,2364.59595448324,2319.56865582809,40.9532111183585,2.97160319739034,105.880344738528,7.68557300712338,5.235810155399344e-07,1.0170566757537385,8.200842540809666e-07,0.6493376314724822,10146.436481942186,50.078203273958586,2217.007832857991,52.48261969613997,1.0170566757537385,0.7771123084604731,0.496145669944964,0.7771123084604731,2.498443520835527,3.965104381574928,0.005525735125777134,2.8345491367960234,0.018004420467813063,9.629757007671847,11.036849765978728,0.019787211745979957,0.08200097046000009,4.821272530039251,0.04710248119554386,0.030088268303662735,0.04710248119554386
1125.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1134.9250096362937,3.877450871604752,0.141214038476509,34.53996940180289,0.0089783938770993,60.57017934534255,2.7579346895217896,2.9460692405700684,110.04193391642416,2370.11421024474,2324.63479692067,41.0471447849215,2.97550661438524,110.780027162428,7.68689498732591,5.319949025384729e-07,1.000853456605422,8.326956856845341e-07,0.6394280002356263,10149.3920793731,50.05613006595648,2222.1175014038085,52.46116545090482,1.000853456605422,0.7583116437250171,0.4844722218845675,0.7583116437250171,2.494580866407894,3.99466563736261,0.005852906924065539,2.8638839226021027,0.018483748437278277,9.628755563365827,11.047504403906144,0.019881059314376948,0.08210754506312187,4.838577386188921,0.04654113285857916,0.029748673463463025,0.04654113285857916
1187.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,8.287671232876712e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1198.1565227107733,3.6876922463450192,0.1223850074783876,34.54759282053532,0.0056449270658276,63.28650726164473,2.764981165528297,2.923802003264427,111.22159481048584,2374.39260517336,2327.71882362706,41.0118661974936,2.96894845572527,114.562449156341,7.69029164490239,5.391103696676339e-07,0.992770682984039,8.433401015741957e-07,0.6346347919417982,10151.632181696315,49.72970839287229,2225.267251368422,52.72186386576526,0.992770682984039,0.7423087394969801,0.4745254473381929,0.7423087394969801,2.1590591915383297,3.642809113573237,0.0057609045389283966,2.572461252438497,0.018031700727151,9.547331385919636,10.925202892300547,0.019854168859628596,0.08200696452810297,4.67199709923898,0.04596367248035285,0.02939311975506478,0.04596367248035285
1262.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,4.145205479452055e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1274.0591889713507,3.482398529417869,0.0997348512093125,34.556934362448345,0.0050321048517047,63.98962608014389,2.699621881352744,2.96113876915388,115.9183546223598,2379.33731331538,2332.94214649112,41.1215038081781,2.97464766018226,119.188701958521,7.68927863662345,5.477780883880285e-07,0.9733514621016928,8.562733410769505e-07,0.6226757013936309,10154.3771456654,49.91636233687468,2230.5183190885664,52.50746506567927,0.9733514621016928,0.7252223292999954,0.4639416902792075,0.7252223292999954,1.8282173225162472,3.1989487988230416,0.005604961321228699,2.215782537690176,0.017161097847346412,9.477994438611391,10.785326764520924,0.0198094823610429,0.08181994426376858,4.485497994017243,0.044840759011792665,0.02869247725117062,0.044840759011792665
1337.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,3.684931506849315e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1349.9889322837882,3.280451537409866,0.0961477439606137,34.56635546285142,0.0050437697603798,69.89899700953262,2.4751611217661247,2.9630873124266417,122.46546084647323,2383.91648995951,2334.1153621586,40.8410413551518,2.9461832842151,122.929984775521,7.69889121374264,5.566162471640722e-07,0.976300001868134,8.694452700723207e-07,0.6250243251089459,10157.145487486943,48.801061357015136,2231.8126113933167,53.501689408268,0.976300001868134,0.7062624696282036,0.4521471090694192,0.7062624696282036,1.8194785521061307,3.0701656801197,0.005157091007439612,2.2174936149899303,0.015616429410707747,9.476312690154026,10.747833144563833,0.01968744746428583,0.08150995563450895,4.486343492480386,0.04464836489535611,0.028590014827227474,0.04464836489535611
1412.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,7.827397260273973e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1425.9457180363363,3.090793454587226,0.1105029092238889,34.574672271171416,0.0050887109391624,73.4505785940877,2.373567392009166,2.920911505818367,125.74083102392538,2388.30990461886,2336.75996658529,40.7141300700233,2.93091418989233,126.917488693159,7.70364167164397,5.655870649855849e-07,0.96948052748409,8.827903920252188e-07,0.6211277909838636,10159.589338768534,48.25859264902853,2234.5301327948487,53.9712411414128,0.96948052748409,0.6887971890679855,0.4412992982870545,0.6887971890679855,2.117901701211513,3.337101846882224,0.004985197732374125,2.6497685272528635,0.014867873886595277,9.538108178040059,10.827107126858253,0.01964312084244426,0.08136985728086109,4.715005116436228,0.044305150889446865,0.028393549728319357,0.044305150889446865
1475.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1489.2636719257898,2.9427332928581724,0.1174398811518672,34.581980479376845,0.0054743770187412,74.76258125533768,2.253800970414163,2.920620140128684,126.7161426370058,2391.96103168906,2340.0463566235,40.7107585118549,2.92734570232923,130.478733530359,7.7044115907624,5.731849100027893e-07,0.957678480715068,8.940735070259868e-07,0.613961659155078,10161.736818102165,48.16940874668685,2237.8579486047183,54.01899927209426,0.957678480715068,0.6756282847512068,0.4331410499776763,0.6756282847512068,2.2848318777989287,3.448271387578039,0.004788634702712454,2.927671925627702,0.014006635701246337,9.576557664934002,10.861886372191037,0.019594157861873573,0.08121690614439477,4.876603623846069,0.04370334426581983,0.02802684432839897,0.04370334426581983
1537.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1552.6003611707729,2.8152356563147207,0.1074519077979262,34.58846924818168,0.0053293974381193,77.1987530752285,2.336256999129688,2.903732491881593,131.61102313234235,2395.03076160055,2341.88131020875,40.6113914645272,2.91591633409629,133.363107716444,7.70754169257947,5.808446539390436e-07,0.9515071490046384,9.054192808289772e-07,0.6104109470455592,10163.643509389192,47.754254819807976,2239.749130762448,54.37792462649446,0.9515071490046384,0.6625991418914526,0.4250706577839542,0.6625991418914526,2.1202370051490504,3.29504028482784,0.0049378941507134885,2.784467439619787,0.014351724754331597,9.538626995433013,10.814217053427324,0.01963116905952497,0.0812771308759364,4.791999470190159,0.043428336468258555,0.027867466692196703,0.043428336468258555
1612.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1628.629090668239,2.670383632023317,0.0918993953475388,34.595578798845395,0.0047942374258575,81.46513349778736,2.72266864988338,2.8714027010924656,135.563309656973,2398.30627480977,2342.74451228284,40.3918837074688,2.89348571697295,136.333212199666,7.71403331484673,5.901613869759143e-07,0.9498947991556516,9.191996341212716e-07,0.6098688591046014,10165.732614227556,46.92265421130741,2240.6766704668216,55.14518760471091,0.9498947991556516,0.6466147025512748,0.4151514160049508,0.6466147025512748,1.8418684269474175,3.2156972539042123,0.005660499678362817,2.5162938785432765,0.016501634693678116,9.480637072590943,10.790306243511678,0.019825268134598974,0.08168417195248784,4.641307454068774,0.04366257918799667,0.02803827837961037,0.04366257918799667
1700.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1717.3632905803454,2.515889883041382,0.0789801925420761,34.60431289672852,0.0044508362188935,84.61264038085938,3.0895352363586426,2.837374448776245,134.97500610351562,2402.04090154345,2344.84845446891,40.2486592871281,2.87775907727533,139.991914275628,7.71812216409547,6.012212508031349e-07,0.9415555318194504,9.3552721156035e-07,0.6050953810279236,10168.299083897642,46.339189010985216,2242.8378901501765,55.67137530774849,0.9415555318194504,0.6296849913029472,0.4046702152593637,0.6296849913029472,1.6267951327807464,3.2356563363248925,0.006364946150570851,2.3390269748307633,0.0185160633707661,9.441210854760058,10.796271204763219,0.02003777780842144,0.08211482571832096,4.547641937200636,0.043657155905326546,0.028060227206431858,0.043657155905326546
1750.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001381369863013,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1768.0849746773567,2.436490058898926,0.0624693222343921,34.608699798583984,0.0037120599299669,87.36272430419922,2.647350549697876,2.827755212783813,137.10975646972656,2403.79402545293,2344.99501910361,40.0966910843473,2.86284924376571,141.588124275689,7.72237396758431,6.076102021104774e-07,0.94091913103272,9.449420245794272e-07,0.6050234284276457,10169.588152409166,45.77037383896977,2243.0068265281984,56.21781873644192,0.94091913103272,0.6198208171875421,0.3985529717246137,0.6198208171875421,1.306977377518368,2.7124903539360345,0.005429204796189403,1.9191115740729532,0.015766614430701917,9.391389133953762,10.65117852259533,0.019760472279755005,0.08153886270120782,4.346606634346013,0.04294597186904863,0.027617181151400723,0.04294597186904863
1837.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001473424657534,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1856.8766319271465,2.3104186920897094,0.0586164029036261,34.615843196762015,0.003708540553103,92.74482982984426,1.803219204623212,2.8306368636541808,142.95582255995248,2406.39533426382,2344.356444652,39.7855777969424,2.83326607130943,143.817769124349,7.73095891708546,6.189248170564328e-07,0.9424911959649064,9.61587692742016e-07,0.6066333787784657,10171.687203165247,44.6347289532802,2242.373197268232,57.34851843048772,0.9424911959649064,0.6027899170233202,0.3879850396725228,0.6027899170233202,1.2185419154859418,2.1500587881048436,0.003715166212303402,1.7801215159748471,0.010637542246565478,9.379490625817382,10.522012772863702,0.019359815597909006,0.08070413437394311,4.2870540714617285,0.042101058586213526,0.02710039069246406,0.042101058586213526
1887.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.208219178082193e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1907.6311098293145,2.245930995666888,0.062290067708412,34.61957628801765,0.0038326474471081,94.93103002360654,1.8461793027818203,2.8194741183102323,144.45342800173526,2407.79587773479,2344.49150817832,39.6646838028849,2.82155504082659,145.155090152559,7.73406126637728,6.25463493718952e-07,0.9400451681496278,9.711909552866578e-07,0.6054050770591679,10172.784152800054,44.17949156555473,2242.514276456974,57.79774015579101,0.9400451681496278,0.5937859925939671,0.3824082786475067,0.5937859925939671,1.295251146242342,2.2541754236080744,0.003795341935654719,1.9195620119644499,0.01083522859338767,9.389764402360802,10.5437804814212,0.01937536116846701,0.0807304290752314,4.346805530245977,0.04202289019937729,0.027065793964211833,0.04202289019937729
1962.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1983.785146623323,2.164086841436966,0.0537262931466102,34.62487011473888,0.0035629314370453,97.47995041669532,1.7291741035878658,2.80964282900095,143.48790608308911,2409.67518465776,2344.8889079792,39.5246563296901,2.80807810386189,146.988379236847,7.73731265341484,6.353574543673779e-07,0.934165937402301,9.85694633308705e-07,0.6021431708036465,10174.339716511446,43.626361333634726,2242.926643925369,58.33590272019631,0.934165937402301,0.5812453984618091,0.3746582199497361,0.5812453984618091,1.145147481506425,2.0393931850819156,0.0035347462749712208,1.7171099153649778,0.01007759981203012,9.370238137550215,10.49995831245813,0.019326004016051092,0.080632239321325,4.261275215407323,0.04160707873041901,0.026820743111102847,0.04160707873041901
2037.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2059.965936388512,2.090955964621498,0.0537262931466102,34.62934811686959,0.0035629314370453,102.63320850686296,1.733134150505066,2.8522632547467777,144.97396562318664,2410.745346674,2342.72910530415,39.2064920993835,2.779537378966,147.544720239028,7.74561107468437,6.453684074768342e-07,0.9384751667532696,1.0003462592354571e-06,0.6054525802765618,10175.655554369556,42.51890453711154,2240.689492682139,59.520708084899255,0.9384751667532696,0.567563747589647,0.3661609253214581,0.567563747589647,1.1528578869107557,2.0704172308617954,0.003500985208068583,1.745759030073664,0.010022424933281697,9.371183559583727,10.506028151011659,0.019319857593344602,0.08062536202426174,4.272900021189794,0.04174631554481106,0.02693414185798201,0.04174631554481106
2100.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001059178082191,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2123.4703390169684,2.037899971008301,0.0537262931466102,34.633811950683594,0.0035629314370453,104.45822143554688,1.733134150505066,2.8431284427642822,146.07388305664062,2412.02101207258,2342.88043275128,39.1005322274717,2.76990379399738,148.7163497741,7.74780537721004,6.538240377532025e-07,0.9331298218487732,1.0127021295966236e-06,0.602450306006669,10176.967228940786,42.09774691620257,2240.8333223219365,59.949363513140696,0.9331298218487732,0.5580913055286768,0.3603167211281158,0.5580913055286768,1.1682752826091787,2.0784936735645556,0.0034880391711802463,1.7772816721791715,0.00998607723294556,9.373092719906037,10.507622754507697,0.01931751581492009,0.08062085175996564,4.285875656416549,0.04148921634906948,0.02678809716471439,0.04148921634906948
2175.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2199.700085374783,1.9772958564716647,0.0537262931466102,34.64457096301832,0.0035629314370453,106.88781621205266,1.733134150505066,2.833138137281132,147.2830835940412,2414.06844421607,2343.04053618328,38.9323672436013,2.75637787369182,150.096159575982,7.75188646338815,6.642302308845377e-07,0.9300509601194916,1.0278926817048896e-06,0.6010043411826903,10180.128709291324,41.45109206288272,2240.9057355332234,60.68370858717377,0.9300509601194916,0.5484838474502876,0.3544334531344986,0.5484838474502876,1.206700926755373,2.0886429233207338,0.003460596666258159,1.8232824803423104,0.00998673663096325,9.37795964624674,10.50963506793351,0.019312579560652094,0.08062093343875537,4.305154933695558,0.04131837966772008,0.026701854826723093,0.04131837966772008
