Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13,Pressure,Temp_woa,Temp_SD_woa,Sal_woa,Sal_SD_woa,Doxy_woa,Doxy_SD_woa,PO4_woa,SiOH4_woa
4472.850453322706,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0525635058957655,9.0,L,,,,,,,,,,,4549.192917280056,2.2818996952828896,0.025873079996123136,34.89347963207137,0.00729714599940841,265.2504598712788,3.090968249993391,1.314833579305041,34.19248370874159
5314.137690544983,"Milliman, 1977",M77,23.1,-65.2,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0950028274380227,9.0,L,,,,,,,,,,,5415.234656819361,2.085865084372779,0.021970544432431845,34.85527324681509,0.004392326124150755,252.8998513282246,2.5074381249498003,1.5116180039931446,52.35733818904883
1443.0606755006477,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0006496510855041,9.0,L,,,,,,,,,,,1457.2906293955464,4.538806026546278,0.07183456959401224,35.02906460940073,0.013665767382180548,245.53093216180275,6.218473990218782,1.2366756750678378,13.434841379010258
1922.2875361163692,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0043382862404536,9.0,L,,,,,,,,,,,1943.4667508645018,3.719765294830169,0.06672736309106371,34.994044211147944,0.0105683071685434,258.90716181105137,5.538145207727262,1.2261529675718266,16.532974681702942
1978.0810999302585,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0059069115505506,9.0,L,,,,,,,,,,,2000.1406218808322,3.639878888913005,0.05846368640899173,34.991712692734005,0.01306427801263747,259.15384926004714,4.928533654593692,1.228772585953962,17.310743046052995
2476.0386569692137,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0007288102513849,9.0,L,,,,,,,,,,,2506.6091265835144,3.1164516453461517,0.06009433578232718,34.961972868724615,0.008749809277052455,259.7186333870829,3.3318591947227,1.267315302293588,23.099062884865187
2956.4610939523764,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0021027222109246,9.0,L,,,,,,,,,,,2996.351255553247,2.7643135592755397,0.05810694118881174,34.93620818166004,0.008558868359814885,262.41473215473354,3.141441463833222,1.272795573872913,26.14714419511797
2957.656670319817,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,-0.0002120009844852,9.0,L,,,,,,,,,,,2997.5713749392453,2.763579549358194,0.0580185124142849,34.93614698062095,0.008546117534208404,262.4269191698085,3.143016828783758,1.272769021069899,26.15277191580766
3479.5257547075826,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.003109954356097,9.0,L,,,,,,,,,,,3530.7897201190594,2.4807636921880145,0.03982033944303619,34.91431167086995,0.007880086237620513,266.32881993947984,2.904935543072365,1.2588607133063263,27.81603852610387
3480.92059380293,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0004094439614522,9.0,L,,,,,,,,,,,3532.216589093149,2.480166200746251,0.039716190850605494,34.91426858252137,0.007891699427173214,266.33846696703984,2.9048718619588625,1.258833882302618,27.818689610490182
3968.516488990735,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0152922770225053,9.0,L,,,,,,,,,,,4031.559862170792,2.342565552093525,0.025570740223628315,34.903120529351234,0.009561215173222408,267.47875032443,3.088242914655085,1.2721848100544797,30.08624076188692
3972.50174354887,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0075765330378057,9.0,L,,,,,,,,,,,4035.645642293221,2.34195392810185,0.025829988066108592,34.90307365353014,0.00950912880313476,267.47601210381015,3.0910361140447895,1.2723977126495922,30.111301340758722
4474.0460296901465,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0228515224263831,9.0,L,,,,,,,,,,,4550.421399721452,2.2817604155190536,0.025917032665794752,34.89345009020952,0.007291565770338259,265.23537511461,3.0882593724778458,1.3150072377395647,34.207143572057944
4475.839394241308,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0193794376332683,9.0,L,,,,,,,,,,,4552.264135577534,2.28155115721209,0.02598299177633804,34.89340576699349,0.00728329170814844,265.21287053336533,3.0841721394915775,1.3152677045532064,34.22916439236006
5325.2964033077615,"Milliman, 1977",M77,23.1,-65.2,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.073398744280864,9.0,L,,,,,,,,,,,5426.743126615461,2.0848378269793986,0.02136296169241024,34.85488331442063,0.004353971641817274,252.7772513565484,2.51947088736077,1.5145849197711865,52.64609513966707
1970.6471332209103,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0003898218947076,9.0,L,,,,,,,,,,,1992.5487563688507,3.6968608290852636,0.04100537672638893,35.00461239114762,0.005878469906747341,252.51372448223563,3.82457137960628,1.2912843387599409,20.31950475103267
3021.50084317032,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0009933239391069,9.0,L,,,,,,,,,,,3062.6746198771834,2.725003575612142,0.04100537672638893,34.93319960293811,0.005878469906747341,255.7780297660937,2.753422495100149,1.3508174923805545,32.23236849297421
3503.5307757166947,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.000297419667814,9.0,L,,,,,,,,,,,3555.2760692349325,2.4705510095660626,0.04100537672638893,34.9114473028986,0.005878469906747341,258.1260872160885,2.49310882413361,1.3564437900722583,35.54802574148308
4013.490725126476,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.00277206680681,9.0,L,,,,,,,,,,,4077.5910768752656,2.2891364763978985,0.04100537672638893,34.89387976847017,0.005878469906747341,260.093971689082,2.3652786366022966,1.3615979967237368,39.08157976087778
4014.281197301855,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0007940816373674,9.0,L,,,,,,,,,,,4078.4016292247293,2.288944045272127,0.04100537672638893,34.89386177603886,0.005878469906747341,260.09388145527237,2.3658059273610124,1.3616584525549151,39.086799757073805
4508.537099494098,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0060350204439927,9.0,L,,,,,,,,,,,4585.772599057454,2.1786349539411747,0.04100537672638893,34.87725830029117,0.005878469906747341,256.9038859933143,2.522495310312849,1.4317810852189323,43.24444850611551
4522.344013490725,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0080158931830257,9.0,L,,,,,,,,,,,4599.961873104908,2.1749168023150296,0.04100537672638893,34.876680741789706,0.005878469906747341,256.7777277795849,2.5112488460996722,1.4342507418054071,43.43035849874357
4993.465430016864,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0346161842500404,9.0,L,,,,,,,,,,,5084.648030393691,2.048021084733199,0.04100537672638893,34.856155733081515,0.005878469906747341,251.5981550043021,2.2379019794276513,1.5362483048891928,51.39774566030235
4994.41399662732,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0322426020467093,9.0,L,,,,,,,,,,,5085.624920455964,2.0478336202485363,0.04100537672638893,34.856120262636246,0.005878469906747341,251.58894233943101,2.2372630437026984,1.5364081541944383,51.421997168550675
5986.193086003373,"Milliman, 1977",M77,22.8,-55.1,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.1076081683568574,9.0,L,,,,,,,,,,,6109.2227381826,1.9635614163147126,0.04100537672638893,34.86511030818511,0.005878469906747341,236.875400112835,3.546098147532248,1.5986040856512445,49.599761729842015
1007.0615514333896,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.000594839335628,9.0,L,,,,,,,,,,,1015.9065805032108,6.231889212525248,0.1448091243684866,34.98069453124804,0.03838977190977041,164.28357595221334,7.848249428122171,1.7301092091270773,19.8458127227898
1998.1028667790893,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0047471644066622,9.0,L,,,,,,,,,,,2020.4415926150293,3.6464544172344495,0.04100537672638893,35.002650467388904,0.005878469906747341,252.08512629262322,3.4887667566061675,1.2946671584998173,20.96500885279797
1999.2095278246204,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0019779851694425,9.0,L,,,,,,,,,,,2021.5659471705594,3.6446121797179627,0.04100537672638893,35.002562351293605,0.005878469906747341,252.0815194161445,3.481758757121055,1.294811311389429,20.987790779494695
2493.939713322091,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0060321328744022,9.0,L,,,,,,,,,,,2524.787552483899,3.0568397526563817,0.04100537672638893,34.9606367312154,0.005878469906747341,253.62309236721356,3.0251423830651674,1.3313681020129458,28.166987506499456
2509.1694772344017,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0044526323084386,9.0,L,,,,,,,,,,,2540.297074543848,3.0451661228236926,0.04100537672638893,34.95982969838478,0.005878469906747341,253.6805808612979,3.0274961184632017,1.331924807994921,28.32836290539849
3018.180860033727,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0093008616507658,9.0,L,,,,,,,,,,,3059.285577586895,2.726863177587856,0.04100537672638893,34.93336872516275,0.005878469906747341,255.7609969226445,2.7557646107292766,1.3509256243336525,32.2091019417834
3018.9713322091065,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0073228764813232,9.0,L,,,,,,,,,,,3060.0924877484126,2.726420562900407,0.04100537672638893,34.93332848125163,0.005878469906747341,255.76503954670366,2.755234357836575,1.3509011261624841,32.21464092581176
3508.642495784149,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0240361292707154,9.0,L,,,,,,,,,,,3560.50567729561,2.468166691280025,0.04100537672638893,34.911245380170776,0.005878469906747341,258.154001867237,2.490040323734435,1.3563366891561601,35.562895168245014
3509.5910623946047,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0216625470673843,9.0,L,,,,,,,,,,,3561.4761333367055,2.4677246971773688,0.04100537672638893,34.91120791084483,0.005878469906747341,258.1592138613097,2.4893959511641417,1.3563174929734632,35.56644131510601
3989.934654300169,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.061716024856199,9.0,L,,,,,,,,,,,4053.4379326521316,2.2951700020397623,0.04100537672638893,34.89445176692701,0.005878469906747341,260.08975703021906,2.3636915149283673,1.3599762917135085,38.90805417665345
3999.10413153457,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.038771396890665,9.0,L,,,,,,,,,,,4062.839525035093,2.292740670661744,0.04100537672638893,34.894221508351755,0.005878469906747341,260.0946852759892,2.360723016771507,1.3605740322642206,38.98146839934014
4511.330101180439,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0721055002425558,9.0,L,,,,,,,,,,,4588.6428784614,2.177889581088551,0.04100537672638893,34.87714355252311,0.005878469906747341,256.8778701543741,2.5204731195280616,1.432273958135087,43.28164111056075
4516.072934232715,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0602375892259003,9.0,L,,,,,,,,,,,4593.517019074709,2.176615789522776,0.04100537672638893,34.87694618489625,0.005878469906747341,256.8343143482609,2.516732602960821,1.4331187899402973,43.345292742117095
4976.391231028669,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0773406639100002,9.0,L,,,,,,,,,,,5067.064702721145,2.051264854026085,0.04100537672638893,34.85679369312565,0.005878469906747341,251.77208217212555,2.248582141877158,1.5328750975616257,50.86207771460492
4982.0826306914005,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.0630991706900136,9.0,L,,,,,,,,,,,5072.925665945161,2.0502072362852584,0.04100537672638893,34.8565810855476,0.005878469906747341,251.71256537491885,2.24519454334686,1.5340954220012282,51.05904012073312
5491.620994940978,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.1031584236180092,9.0,L,,,,,,,,,,,5598.234521377576,2.0074838526651475,0.04100537672638893,34.841743436441774,0.005878469906747341,249.8064327772687,2.308955900014915,1.5764146061143263,56.50884385866734
5985.508010118044,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.1823817829009679,9.0,L,,,,,,,,,,,6108.51417203513,1.963717587238141,0.04100537672638893,34.86496115880089,0.005878469906747341,236.94695662314882,3.544225378057001,1.5985137274545593,49.644275988735096
5990.883220910624,"Milliman, 1977",M77,22.8,-55.1,Aragonite ooids,Aragonite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, ",40.0,0.1689314837487584,9.0,L,,,,,,,,,,,6114.073746809733,1.962482612896442,0.04100537672638893,34.8661450572694,0.005878469906747341,236.37924452927103,3.5589261435427093,1.5992286052020677,49.29092339829565
1998.735244519393,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0031647762711081,9.0,L,,,,,,,,,,,2021.0840802193522,3.6453989964550013,0.04100537672638893,35.00260026917172,0.005878469906747341,252.08284824402938,3.4846493770476106,1.2947493976525406,20.978081162904886
2510.434232715009,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0012878560373305,9.0,L,,,,,,,,,,,2541.5851116997055,3.0442340823906546,0.04100537672638893,34.95976815004043,0.005878469906747341,253.685162478007,3.027905531247328,1.3319699346098663,28.341426345333108
3019.6037099494097,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0057404883457691,9.0,L,,,,,,,,,,,3060.7380179789266,2.7260664028870294,0.04100537672638893,34.933296275116454,0.005878469906747341,255.76827958120626,2.754797586858997,1.3508809545769946,32.219072359762094
3020.5522765598653,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.003366906142438,9.0,L,,,,,,,,,,,3061.706316826817,2.725535052852816,0.04100537672638893,34.93324794866976,0.005878469906747341,255.7731491738658,2.7541219857554107,1.3508497664077883,32.225720036962905
3516.231028667791,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0050474716440666,9.0,L,,,,,,,,,,,3568.2694422646337,2.4646356541365124,0.04100537672638893,34.9109456735325,0.005878469906747341,258.195936288879,2.4843039566833713,1.356188541043721,35.59763778992967
3517.179595278247,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0026738894407355,9.0,L,,,,,,,,,,,3569.239931630666,2.4641951521378553,0.04100537672638893,34.91090822178539,0.005878469906747341,258.2012124193303,2.4835007387494605,1.3561708435619162,35.60295463576053
3995.4152613827982,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0114723139827669,9.0,L,,,,,,,,,,,4059.057228832469,2.293703298204753,0.04100537672638893,34.89431334312675,0.005878469906747341,260.0936654668666,2.3613432142766837,1.3603311643131566,38.95323125796014
4012.2259696458686,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0059368430779181,9.0,L,,,,,,,,,,,4076.2941990789845,2.289445503011107,0.04100537672638893,34.89390870803163,0.005878469906747341,260.0941056321725,2.364489601273913,1.3615021242160057,39.073172160851016
4514.4392917369305,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0277957448774515,9.0,L,,,,,,,,,,,4591.838136872979,2.1770556598107857,0.04100537672638893,34.87701451234994,0.005878469906747341,256.84923473451056,2.518062861310433,1.4328266830636565,43.32329964361869
4517.126897133221,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0210705953013467,9.0,L,,,,,,,,,,,4594.600175321062,2.1763313920401375,0.04100537672638893,34.876901916606904,0.005878469906747341,256.8247307044812,2.5158519674891164,1.433307858967121,43.359519239493245
4995.889544688027,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0650800434290466,9.0,L,,,,,,,,,,,5087.144535278978,2.0475401543879737,0.04100537672638893,34.85606507514318,0.005878469906747341,251.5747199894485,2.2362595764626394,1.536650303730016,51.458354125507775
5002.0552276559865,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0496517591073945,9.0,L,,,,,,,,,,,5093.494460511371,2.0462858276057903,0.04100537672638893,34.8558341222301,0.005878469906747341,251.51671815953708,2.2317913618318412,1.537576737905717,51.59230776818712
5517.601180438448,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0746783247476264,9.0,L,,,,,,,,,,,5625.04996299511,2.0074615301975114,0.04100537672638893,34.84100834907408,0.005878469906747341,250.02925006195963,2.365899581624563,1.5761007487421659,56.731960655375666
5518.549747048904,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0723047425442953,9.0,L,,,,,,,,,,,5626.029082783665,2.007458322188526,0.04100537672638893,34.84098093209938,0.005878469906747341,250.03764851511755,2.368000404415351,1.5760909976192228,56.74028487651827
5979.605817875211,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.1606210584675091,9.0,L,,,,,,,,,,,6102.409688165268,1.9650482916483096,0.04100537672638893,34.86369705717487,0.005878469906747341,237.5538550805175,3.528101303249914,1.5977443252331522,50.02153239272441
5984.243254637437,"Milliman, 1977",M77,22.8,-55.1,Mg-calcite ooids,Mg-calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, 12 mole % MgCO3",40.0,0.0759575180761856,9.0,L,,,,,,,,,,,6107.20605537244,1.964004963766792,0.04100537672638893,34.864687134829026,0.005878469906747341,237.0784507073063,3.5407686222878527,1.5983474888542106,49.72605831573587
1018.5447156562668,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0015117738549798,9.0,L,,,,,,,,,,,1027.74010048087,6.642483949419268,0.25250348152677987,35.06520407901119,0.02891269463996507,173.50642130888295,12.590857414927221,1.5868964366756992,17.7908858698381
2014.71231255948,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.02344142070099,9.0,L,,,,,,,,,,,2037.7564737319797,3.663177909347059,0.08947738260030746,35.01186914261194,0.011824208311736584,251.7830101838062,3.828868896550264,1.2580824224429856,20.016754671749418
2018.8790863962556,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0128373935242946,9.0,L,,,,,,,,,,,2041.991142974998,3.656618446223485,0.08947738260030746,35.01145831805117,0.011824208311736584,251.81889142083213,3.8208454063511623,1.2585007960993684,20.074173637198335
2523.830345430696,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0063252091931165,9.0,L,,,,,,,,,,,2555.7798280832103,3.0829543536184096,0.08947738260030746,34.96498549030253,0.011824208311736584,254.36158903749117,3.114482593825019,1.311981500023742,26.255931042458062
2524.910620129119,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0035760169621214,9.0,L,,,,,,,,,,,2556.8803014587506,3.0821074760484763,0.08947738260030746,34.964924629829575,0.011824208311736584,254.36635597373456,3.115115536954912,1.3120457641627268,26.265916088103175
2983.101417217521,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0064755409624122,9.0,L,,,,,,,,,,,3024.1328489089,2.7727436630092983,0.08947738260030746,34.93942177903655,0.011824208311736584,256.58583037272734,2.8984605615407,1.3259193682339003,29.813830288642013
2984.798991743615,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.002155381742277,9.0,L,,,,,,,,,,,3025.8658268196164,2.771765941204656,0.08947738260030746,34.93933205797136,0.011824208311736584,256.5948955575092,2.898064460044496,1.325931418494261,29.82214324490648
3499.1640731500297,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0082156311920099,9.0,L,,,,,,,,,,,3551.576781838955,2.5086774327739945,0.08947738260030746,34.914843463310326,0.011824208311736584,261.13082603985634,2.4476546257041307,1.3057840491148647,31.202676189753348
3500.861647676123,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0038954719718748,9.0,L,,,,,,,,,,,3553.3138369412627,2.507910828454051,0.08947738260030746,34.91477578784294,0.011824208311736584,261.1450617947249,2.447008194077675,1.3057698617394082,31.208400396124603
3988.991486406544,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0036624577294664,9.0,L,,,,,,,,,,,4053.3483326745627,2.3399262652142285,0.08947738260030746,34.901045444226334,0.011824208311736584,263.29161030666273,2.6245445711448725,1.3150119022012787,33.23058003200437
4002.263432701459,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.006416347828252,9.0,L,,,,,,,,,,,4066.9592813546074,2.3370278482590487,0.08947738260030746,34.900734386435914,0.011824208311736584,263.2923954323531,2.6231462683802973,1.315555439909216,33.29074065076593
4499.344118933099,"Milliman, 1977",M77,25.9,-60.3,Foraminifera,Calcite,,,True,False,182.0,False,1974.0,"Size: 250-500 um, Spherical Forams, orbulina universa and globigerinoides sacculifer",40.0,0.0199339926086097,9.0,L,,,,,,,,,,,4577.317387060367,2.245045189233646,0.08947738260030746,34.88553634452584,0.011824208311736584,261.6396499309147,2.614697737534913,1.349797025693365,37.110293079240755
