Depth,Source,Source_abbrev,Latitude,Longitude,Sample,Material,Rate_sa,Rate_error_sa,Organics,Device,Deployment_d,Biogenic,Year,Comments,Mesh,Rate_mass,Month,Size,Fragmentation_pct,Rate_error_mass,Temp_CDisk4,pH_CDisk4_T25,Salinity_CDisk4,TA_CDisk4,DIC_CDisk4_calc13,Oca_CDisk4_calc13,Oar_CDisk4_calc13,Omega_CDisk4_calc13,Pressure,Temp_woa,Temp_SD_woa,Sal_woa,Sal_SD_woa,Doxy_woa,Doxy_SD_woa,PO4_woa,SiOH4_woa
1412.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,7.827397260273973e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1425.9457180363363,3.090793454587226,0.1105029092238889,34.574672271171416,0.005088710939162411,73.4505785940877,2.373567392009166,2.920911505818367,125.74083102392538
1475.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1489.2636719257898,2.9427332928581724,0.11743988115186724,34.581980479376845,0.005474377018741295,74.76258125533768,2.253800970414163,2.9206201401286838,126.71614263700579
1537.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1552.6003611707729,2.8152356563147207,0.10745190779792621,34.58846924818168,0.005329397438119319,77.1987530752285,2.336256999129688,2.903732491881593,131.61102313234235
1612.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1628.629090668239,2.670383632023317,0.09189939534753888,34.595578798845395,0.004794237425857587,81.46513349778736,2.7226686498833796,2.8714027010924656,135.563309656973
1700.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1717.3632905803454,2.515889883041382,0.07898019254207611,34.604312896728516,0.004450836218893528,84.61264038085938,3.0895352363586426,2.837374448776245,134.97500610351562
1750.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001381369863013,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1768.0849746773567,2.436490058898926,0.062469322234392166,34.608699798583984,0.0037120599299669266,87.36272430419922,2.647350549697876,2.8277552127838135,137.10975646972656
1837.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001473424657534,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1856.8766319271463,2.3104186920897094,0.05861640290362618,34.615843196762015,0.003708540553103084,92.74482982984426,1.8032192046232114,2.8306368636541808,142.95582255995248
1887.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.208219178082193e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1907.6311098293143,2.2459309956668876,0.062290067708412035,34.61957628801765,0.003832647447108175,94.93103002360654,1.8461793027818203,2.8194741183102323,144.45342800173526
1962.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,1983.785146623323,2.164086841436966,0.05372629314661026,34.62487011473888,0.0035629314370453358,97.47995041669533,1.7291741035878658,2.80964282900095,143.48790608308911
2037.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2059.965936388512,2.090955964621498,0.05372629314661026,34.62934811686959,0.0035629314370453358,102.63320850686297,1.733134150505066,2.8522632547467777,144.97396562318664
2100.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001059178082191,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2123.4703390169684,2.037899971008301,0.05372629314661026,34.633811950683594,0.0035629314370453358,104.45822143554688,1.733134150505066,2.8431284427642822,146.07388305664062
2175.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001105205479452,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2199.700085374783,1.9772958564716654,0.05372629314661026,34.64457096301832,0.0035629314370453358,106.88781621205266,1.733134150505066,2.833138137281132,147.2830835940412
2250.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001289315068493,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2275.9564859163147,1.9250526190595754,0.05372629314661026,34.651721736186104,0.0035629314370453358,108.95060691334974,1.733134150505066,2.8004948117482393,148.20732110426633
2312.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.208219178082193e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2339.523822021386,1.8844805900033184,0.05372629314661026,34.653554141521454,0.0035629314370453358,110.49567921089428,1.733134150505066,2.769966851047631,148.86744670069046
2387.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,9.668493150684931e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2415.8289978995704,1.833965125881584,0.05372629314661026,34.64854699373245,0.0035629314370453358,112.29066493041573,1.733134150505066,2.759207642984495,149.66353469922674
2462.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,8.747945205479452e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2492.160729019672,1.7989097587090883,0.05372629314661026,34.65056655486656,0.0035629314370453358,115.10518682023526,1.733134150505066,2.7411642925388757,150.468300566617
2525.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001197260273972,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2555.7907649904428,1.766926808573792,0.05372629314661026,34.653515939031855,0.0035629314370453358,117.2060175985773,1.733134150505066,2.7270609443480507,151.0197808179419
2600.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001151232876712,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2632.1710899267614,1.7190899848937988,0.05372629314661026,34.65651321411133,0.0035629314370453358,119.09196472167969,1.733134150505066,2.714132785797119,151.5253448486328
2662.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2695.8415717633093,1.6886523174961359,0.05372629314661026,34.658844895700256,0.0035629314370453358,121.668472687754,1.733134150505066,2.7009988540726724,151.9779574329433
2737.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.906849315068493e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2772.2703729381155,1.6610632651927042,0.05372629314661026,34.66124232351526,0.0035629314370453358,124.47264752555523,1.733134150505066,2.6862179013579452,152.28170277964324
2812.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001197260273972,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2848.725566109266,1.6394099334303212,0.05372629314661026,34.6632039993959,0.0035629314370453358,126.6379112379438,1.733134150505066,2.6734192137277315,152.40329149203822
2875.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,4.145205479452055e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,2912.4583623733956,1.6221876124912311,0.05372629314661026,34.6645077591806,0.0035629314370453358,128.10668857747126,1.733134150505066,2.663896316819376,152.43504281557867
2962.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,6.446575342465753e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3001.7149883504985,1.5967577843122704,0.05372629314661026,34.66694419645349,0.0035629314370453358,130.3420403268067,1.733134150505066,2.6558508794840314,152.57275649944117
3025.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001012876712328,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3065.4916301894523,1.5753207444331188,0.05372629314661026,34.66881001458014,0.0035629314370453358,132.0254473648492,1.733134150505066,2.64486486221124,152.66453217545043
3087.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001059178082191,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3129.2865065389265,1.5505513848608579,0.05372629314661026,34.67053878944191,0.0035629314370453358,133.7213107104417,1.733134150505066,2.617302352873804,152.70865296566265
3162.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.986301369863014e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3205.864399146095,1.5352668059860177,0.05372629314661026,34.67271345693621,0.0035629314370453358,135.50558576991875,1.733134150505066,2.6053349132216743,152.70506891621417
3225.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,5.526027397260274e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3269.6993199987437,1.5223866024784847,0.05372629314661026,34.6742782715731,0.0035629314370453358,136.89103666033188,1.733134150505066,2.5957372507983965,152.64938824166825
3300.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,3.684931506849315e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3346.3252070747403,1.5039100646972656,0.05372629314661026,34.675689697265625,0.0035629314370453358,138.484130859375,1.733134150505066,2.580860137939453,152.27902221679688
3375.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0002394246575342,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3422.9772232610444,1.4956138008228026,0.05372629314661026,34.676342462924616,0.0035629314370453358,139.9833915680967,1.733134150505066,2.574347160810693,151.86411557659454
3450.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,7.827397260273973e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3499.655333474668,1.4882827920368844,0.05372629314661026,34.67760815059424,0.0035629314370453358,141.6216545480073,1.733134150505066,2.5646739072764886,151.75484147334834
3525.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001059178082191,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3576.3595026282596,1.4811397944447802,0.05372629314661026,34.67967553324735,0.0035629314370453358,143.26329923645636,1.733134150505066,2.5505038471308406,151.59119366854486
3587.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.000202602739726,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3640.2995244081253,1.4752741314436435,0.05372629314661026,34.681605877616136,0.0035629314370453358,144.51389419328058,1.733134150505066,2.5363033526118386,150.88508908408195
3662.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001749863013698,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3717.051377144776,1.4673748269468838,0.05372629314661026,34.68215616386256,0.0035629314370453358,146.12339720675135,1.733134150505066,2.5236457487474984,150.1816139382075
3725.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0001887945205479,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3781.0310860964523,1.4633528846864805,0.05372629314661026,34.68269906703465,0.0035629314370453358,147.57520451290708,1.733134150505066,2.516421973162588,149.58949730890305
3812.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,8.287671232876712e-05,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3870.632926055122,1.461805357132107,0.05372629314661026,34.68430327147303,0.0035629314370453358,149.33002066427542,1.733134150505066,2.5119020318932854,148.74588488552132
3875.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0003821917808219,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,3934.655817995047,1.4691725261509418,0.05372629314661026,34.68537561788202,0.0035629314370453358,149.66642069395522,1.733134150505066,2.522164141396991,148.22523740608042
3950.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0004236164383561,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4011.506991606134,1.4697278240716969,0.05372629314661026,34.68652215088613,0.0035629314370453358,150.68737722317863,1.733134150505066,2.536659500987166,147.69871261985048
4012.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0004880821917808,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4075.569365190659,1.4670494037458517,0.05372629314661026,34.68758377968223,0.0035629314370453358,152.01681741345985,1.733134150505066,2.542131531983614,147.19733657818222
4087.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.000400602739726,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4152.467857805116,1.4598643019751931,0.05372629314661026,34.689508386181345,0.0035629314370453358,153.49401828920122,1.733134150505066,2.5306309573352337,146.1601940178277
4162.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0002210136986301,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4229.392111080514,1.4588246629989958,0.05372629314661026,34.689668223595454,0.0035629314370453358,155.51861957203093,1.733134150505066,2.5547453509643674,145.39149044724195
4225.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.000916301369863,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4293.515308451229,1.4556881839858389,0.05372629314661026,34.68980663585938,0.0035629314370453358,156.94204766903312,1.733134150505066,2.5659098731126337,144.94246080016893
4300.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0010222191780821,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4370.486698500883,1.4427900314331055,0.05372629314661026,34.69038772583008,0.0035629314370453358,158.1895751953125,1.733134150505066,2.5635690689086914,144.53250122070312
4362.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0002900821917808,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4434.649127401916,1.4428750230278649,0.05372629314661026,34.6909407997306,0.0035629314370453358,159.9495298825799,1.733134150505066,2.560717275542173,143.90933894485568
4437.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0004650684931506,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4511.667536362096,1.4441004333507292,0.05372629314661026,34.69235365470006,0.0035629314370453358,161.8231290782877,1.733134150505066,2.5566164529713302,142.9894176448055
4500.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0005018904109589,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4575.869098594306,1.4471100568771362,0.05372629314661026,34.69411087036133,0.0035629314370453358,163.11669921875,1.733134150505066,2.5540733337402344,142.1902618408203
4562.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0020352328767123,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4640.088416254618,1.448933912091717,0.05372629314661026,34.69485851443168,0.0035629314370453358,164.70462417971495,1.733134150505066,2.5575622776523232,141.59679467339677
4650.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0004328219178082,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4730.025251497861,1.4471062223734648,0.05372629314661026,34.69524728576472,0.0035629314370453358,167.15911666338667,1.733134150505066,2.5563469122388556,140.565412061665
4712.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0002716712328767,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4794.287099479067,1.4414187849336502,0.05372629314661026,34.695462666538646,0.0035629314370453358,169.00455957976297,1.733134150505066,2.5484537840255985,139.67040247118535
4787.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0006768767123287,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4871.424661481719,1.431761361030931,0.05372629314661026,34.69641171498076,0.0035629314370453358,171.23001484028586,1.733134150505066,2.5310580504844427,138.60675992281688
4850.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0013675616438356,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,4935.725393075799,1.4314690354144388,0.05372629314661026,34.697912326862934,0.0035629314370453358,173.8697359498771,1.733134150505066,2.5314701795578003,137.33391065903294
4925.0,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0005341369863013,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,5012.909556613653,1.4336056754980764,0.05372629314661026,34.69920716019054,0.0035629314370453358,175.12061595916748,1.733134150505066,2.5325670632532176,136.7081756591797
4987.5,"Peterson, 1966",P66,18.8,-168.5,Calcite crystals,Calcite,0.0012110136986301,3.287671232876713e-05,False,False,125.0,False,1966.0,individual results,,,,,,,,,,,,,,,5077.249073839427,1.4448609684043456,0.05372629314661026,34.699502318176,0.0035629314370453358,174.28501069545746,1.733134150505066,2.5324153386790553,137.00807762145996
255.47445,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,-0.0088154545454545,,,,,,,,,,,,,257.18666494885196,14.831278516028945,1.3867900767015244,34.48343685117415,0.126864883979479,179.9931219623371,2.1783466338640736,0.7367075448675829,9.408481824737187
742.09246,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0176308264462809,,,,,,,,,,,,,747.9488763006005,5.2483442109407825,0.18192730239801472,34.42778050453443,0.022095354000542255,43.476566137397704,6.191386898859888,2.959089546869789,81.00295987313002
1009.73236,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0066115702479338,,,,,,,,,,,,,1018.3588502549518,4.239327302149217,0.13649836883328342,34.52311869019471,0.009206036631349963,56.417318758315446,2.6529255240978182,2.9080778744283813,99.56742492445503
1253.04136,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0176308264462809,,,,,,,,,,,,,1264.4866432287922,3.5081243294713254,0.1011127094430357,34.555684124887556,0.005031866234390009,63.60066930412825,2.7086931712216202,2.9572990588854378,114.90381319837192
1508.51582,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0110192561983471,,,,,,,,,,,,,1523.2275607798806,2.8695820222448525,0.11410937543822311,34.58586981057225,0.005397350445170303,76.37036586008256,2.243628865061506,2.914506988106066,128.3418211732594
1763.99027,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0220385950413223,,,,,,,,,,,,,1782.2813266132573,2.4160652524669386,0.059345316131862356,34.60989395608745,0.0036255001681625254,88.3724212462395,2.512566470490052,2.8319455791194077,138.33824321052387
2250.60827,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.0242423966942148,,,,,,,,,,,,,2276.5776293391154,1.9246617302237143,0.05372629314661026,34.65176586267495,0.0035629314370453358,108.96585084611594,1.733134150505066,2.8000629500547847,148.21377046067911
2749.39173,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.070523388429752,,,,,,,,,,,,,2784.394226007241,1.657507164464582,0.05372629314661026,34.66158075759236,0.0035629314370453358,124.84648202891046,1.733134150505066,2.6840631563726443,152.31038091944117
3248.17518,"Berger, 1967",B67,18.82,-168.51,Foraminifera,Calcite,,,False,False,121.0,True,1967.0,"sample from sediments, bleached",62.0,0.1388429752066115,,,,,,,,,,,,,3293.377844113088,1.5159384626852404,0.05372629314661026,34.67478949989575,0.0035629314370453358,137.39155881230252,1.733134150505066,2.590614282289107,152.5504362115156
